stemmed_review,label
bener ajah masa psen gojek selalu jauh titik nya rugi waktu jarak driver kasi bensin nya le gmana sih gojek sekarang kaga akhlak,1
kecewa berat baru aja make gojek neng awal dpet voucher diskon eh tau malah tiba ilang voucher gitu tolak lapor goodbye,1
kurang suka cara pilih peta nya tidak atur akuratmasa pasang pin tempat maps,0
kecewa berat sih percuma pu fitur ewallet kalau smua driver kota makssr tidak make fitur ewallet fungsiin kak biar tidak kalah saing sm kompetitor sblh,1
alhamdulillah selalu muas pakai aplikasi gojek tolong banget sy tempat asing alhamdulillah sampe tempat tuju anter abang gojek,1
kendala tidak temu driver tp sistem tidak solusi berta pusat bantu sama tidak kasih masuk,1
jadi takut kalo pakai voucher hemat disinikalo pakenanti driver nya judesngasih rating customer nya jelekjadi susah dapet driver tidak kasih tips ngomel,1
sekarang malah makin parah sdh dekat lho tiba tiba cancel sopir gojek kok gitu sekarang kok tidak sopan gitu sdh terburu2 e malah cancel pemberitahuan dlu parah,1
beberapa x alami dpt driver grabcar sangat tidak sopanlebih enak naik gocar taxi bluebird,1
banyak driver nya sekarang ngemis tips argo terima tidak sesuai nerima 50ada 60 kasiani driver andaanda jaya driver andahilangkan program,1
benerin apk nya dong sering ganggu muter2 terus abang ojol chat jadi ngga dibales mau konfirm ojol jadi sus kasi ojol,1
driver comfort lagu sengaa tidak mau ambil lucu banget driver ojol tuh kalo tidak mau ambil bilang biar dicancel wahai driver dongoo biar org tidak nunggu,1
daftar ulang driver ganti motor ktp akun lama pakai cara ktp lama guna,0
sangat kecewa pesan grabcar datang malah blue bird malah supir blue bird tidak ramah suka ngomel2 tarif murah,1
good buat semua orang jadi tempat tuju nya selamat lancar kendala,1
driver nya lama bangett nya anter ibu cuci darah jam 6 sampe jam 7an,1
mantaf smpe tidak ngantuk nemenin ngbrol smngat trus cri cuan y pak supir sehat sll berkah selamat,1
bagus sih murah kadang kasihan sama driver biasa pas promo harga grabcar hemat sama grab motor,1
sangat cepat cekat layan nya bagus terimakasih cari kan kendara kemudi baik amanah ramah terimakasih,1
gojek ngeruk untung langgan bayar 15rb driver terima cuma 5rb astaga gojek pantrs drivermu ngeluh semua aplikasi meres tenaga org lama lama habis langgan mu gojek,1
sopir gocar rada belagudah tau pesan gocar xl ta berapa orang dewasa 3 anak kecil 3 aja tidak mau bawa sumpahin seret tuh driver rezeki nya,1
salah driver lama malah customer nanggung konsekuensi dibatalin buruburudriver jauh malah dapet konsekuensi customer bakal dapet lebih jauh kalau sering batalin driver jalan ngga masalah dong kalau dibatalin malah ngancem customer si grab haduh,1
mksh bang bantu klrga dr jakarta org biasa tidak py mobil pihak grab bantu bila tumpang klrga sy pesan grab dr rmh mudah,1
bikin 2 lapor tidak beres permslhan tidak selesai parah dah payah cari karyawan bs kerja,1
saran grab backsound mohon hapus sangat ganggu waktu angkat telfon jalan sama driver suara backsound masuk dalam telfon,1
neng sih tarif murah tp kasi abang sy kalau tarif murah inisiatif ngasih tip driver nya biar sesuai tarif aplikasi nya,1
parah driver grab cirebon khusus cideng raya orang senga tidak ramah nya koq orang kaya gitu jadi driver,1
terimakasih pak moga sehat lancar rezekinyaa amiinn sangat bagus musik bagus kemudi hati hati kemudi sopan tiba cepat bersih rapi,1
pihak gojek perhati kmbali driver nya sering ketemu driver gatau gmaps driver komplen kalo jalan becek padahal gatau kalau jalan sebut becek sedikit banjir lama jkt driver bagus tangerang gitu mksh,1
aplikasi tidak jelas dreafer nya sengaja lambatin apk nya tulis tiba pas cek dreafer nya jauh lebih mending grab gojek lebih aman walapun harga sedikit mahal,1
aplikasi nya berat padahal buka aplikasi sosmed lain jaring lancar kalau buka gojek lot kaya gapu kuota padahal pakai wifi,1
map diperbaikisering tidak sesuai buat hubung driver tumpang jadi bermasalahtolong it nya kerja baik masalah map kalo perlu terjun lapang,1
sengaja bintang 5ni gojek lama lot chat driver ceklis terus tau sampemau tracking map malah lot tidak jalan,1
driver gocar tidak doyan duit padahal banyak mangkal tidak ambil sama sekali jarak deket 40 rebu,1
driver ngemis2 minta tambah ongkos 100 ongkos dpt 25rb apk cust eh driver minta 60rb,1
gojek taik ni driver tipu makin maki orang jelas trus main orang trus setela lapor keadmin mala blok admin buat smua hati hati mengunakan gojek banyak driver tipu gojek tidak tindak tegas,1
aplikasi tadi tu dapet driver kemudian driver nge cancel jadi nya banyak masuk chat sama jadi kena omel sama driver jadi nya banyak masuk,0
gojek parah jam 2 hujan sampe skr jam 6 sore miko mall tidak maw ambil malah cancel,0
selalu susah cari kemudi malah kemudi jarak jauh nego harga tidak bjsa,1
sekarang makin sulit customer wajib vermuk kamera rusak gmn cara maka apk nya sangat kecewa,1
gojek mahal skrg gaak asik mau pindah ojek kompetitor belah aja wkwkwkw makin sering naek goride makin tidak pernah dapat promo kek dulu payah sekali promo pakai bank wkwkwkw ribet bye gojek aku uninstall yah,1
mau buka lama banget padahal jaring bagus pakai wifi mahal lancar banget pas buka nih aplikasi butut maxim loading muluu tengah jam an lebihh,1
buruk maps tidak jalan sekali jalan tidak lancar alias stuck stuck jadi tiba tiba sampe aja driver jadi tau driver tidak jalan,0
utama driver langsung jalan siap ambil tidak abai jangan buat langgan tunggu terlalu lama akhir waktu sebal rasa,1
jauh pakai lama hampir tidak pernah dapat alam buruk 12 kasus driver alas jauh minta cancel mohon tahan puas tetap kasih promo konsumen rugi mitra,1
dahal bagus apk tpi driver nya banyak nolak alas hujan yakali mesen sepeda dahal mesen pakek mobil huft,1
nyari terap lama bngt tidak dpt2 tp emang murah sih minta map nya tambah nama jalan klu mantau driver ato talent mana biar gampang thx,1
kecewa sama driver gocar karna sering cancel langgan disabilitas kemarin cancel 5 kali baik layan dulu,0
tarif mahal potong buat driver 30 lebih kasi woi sama driver kerja si gojek nguntungin kayak zaman kolonial aja,1
mulai kecewa driver gojek kota semarang beberapa cara supiran motor nya ugalan arogan ingetin marah lain,1
aplikasi ikan tutorial biar paham cara guna biar tidak salah paham sama driver gopartner,1
mau bayar cicil paylaterpinjam jadi gabisa app nya banyak fitur jadi berat dulu selalu problematik sistem nya gojek,1
goride nya error sen sekali datang kemudi sangat rugi orang maupun kemudi mohon fix,0
driver parah tumpang suruh bayar lebih padahal parkir tol bayar tetap minta lebih alas buat biaya layan niat ken murah belah malah justru lebih mahal si biru,1
terimakasih atas respon nya bantu nya bintang nya aku kasih 5 sukses terus gojek,1
wahai customer budiman kalo kasih rate jangan tega kasihan driver kalo kasih rate jellek langsung anyep tidak hari bermingguminggu kasihan kalo pu keluarga susah lu bikin susah lu bayar tidak mahal pikirin keluargs driver jangan tega jadi manusia pu empati,1
map grab car tidak sesuai titik jemput titik sampai baik singkron titik jemput n sampai kasihan driver ajak muter2 sama map grab tidak sesuai,0
aplikasi payah kalau pesan gocar driver tidak gerak posisi awal good job maxim grab,0
laku tari lebih 6 hari dana masuk telfn cs malah suruh email email tidak balas bagaimana pihak gojek baca yaa kalo masalah kecil aja tidak tanggapin langgan alih,0
sistem jgn jajah kasi aceng tarif costumer 12500 driver dpt 50 aplikasi 7500 jajah ekonomi,1
maaf alami kendala sama terkadang tidak bs klik unt buka chat telp dr gojek tidak dering krn ganggu sinyal bagaimana,0
sy pingin naik greb tidak isi daftar nya jadi tidak pesengimana cara,1
kasihan driver cuma 8800saya beli bakso ongkir apk 15200padahal jarak tidak sampe 1kmgila nih gojek,1
perbaikin goride hemat nya selalu hilang terus padahal belum terus pakai goride hemat sangat bantu bukan sekali 2 kali pakai selalu pulang kerja sangat hemat ongkos jadi baik,1
terkadang dpt notifikasi dr gojek dh gaji ngeledek aj kerja kagak motr kagak,1
terima kasih sedia aplikasi ojol murah bantu tidak segan beri voucher langgan moga sukses selalu,1
lebih sih oke tp sebel pas hujan mau sen makan laper nya susah banget dpt driver pdhal hujan nya reda,1
gojek baik waktu login verifikasi wajah selalu gagal pencahayaanlahkurang terang nunggu berapa intinlah buat login aja ribet cocok bintang 1 dululah,1
hujan tidak dpt driver banyak nolak tidak mantol jas hujan sangat minim driver,1
maaf lama sistem nganter tumpang dulu mahal layan tidak oke mahal tidak papa asal cepat sdh lama mahal,1
driver banyak tidak jujur 3x pesan harga semua lebih bukan masalah nominal nya tpi jujur,1
sangat kecewa dgn banyak nya driver gocar pd sombong hujan deras malah nolak rejeki klw lo tidak mau narik matiin aja hp lo byutusan langit,1
amang nya sabar nungguin pelangga beli ayam dulusehat buat juang rupiah seluruh penjuru moga bahu kalian selalu kuat dlm cari nafkah halal nyetir nya pelan pak sopiranak istri slalu nunggu d rumah,1
sen gojek tidak kesini sampe tinggal kereta nungguin gocar nya bener bener rugi 1200juta,1
sering kasih gojek jauh banget tempat jemput padahal dekat rumah banyak driver gojek,1
tambah fitur blokir driversupaya hindar driver bikin risih costumerjujur sekali maxim sedia fitur costumer anak sekolah aman tidak cemas orang tua rumah terimakasih maxim,1
apk nya si bagus banget kadang sebel aja sama beberapa driver lot bbrpa kali naik maxim bikin telat kerja alamat lengkap,1
kalau sen go car susah tidak mau mau jarak jauh dekat berkali2 dicancel supir harga tentuin dr aplikasi discpun langsung pasang otomatis males nunggu lama,1
terima kasih buat abang maxim nya ramah sama tumpang mau nunggu jarang dapet ojol ramah poko the best,1
allah saat butuh kayak gin bener bener driver nggk gerak sedih bngtt waktu deadline mepet sumpahh sakit hati banget,1
bagus asli driver sering cancel jadi kasihan driver jemput jauh saran aja khusus driver cancel padahal dekat dr titik kasih hukum kurang rating besar 05 trs kalau rating bintang 3 lama dpt tumpang,1
terimakasih gercep ramah baru pertama kali make jasa gojek online g salah milih maxim jadi aplikasi,1
2 kali pesan gocar alamat tuju aplikasi tidak sesuai pesan edit alamat tuju ongkos naik lebih 2 kali lipat,0
ko sy mau daftar dsru masukin lokasi tpi tidak muncul muncul yah lokasi ny sy ketik tp muncul bawah kya cari lokasi trs padahal kalau buka jaring aman2 aja,0
tidak lgi deh pke grab care kata nya diskon pas datang aplikasi minta cansel trus harga nya beda sama aplikasi,1
saran buat aplikator gojek wilayah jawa timur sekitar harga gojek buat driver tidak manusiawi oderan estafet driver sangat lama jemput mohon kaju ulang,1
sen gocar berapa kali batal batal teruss kaga mau cari duit apa gimna sih,1
aplikasi nya bagus harga nya ubah ubah terus cuma berapa menit aja pas mau pesan harga nya naik tidak jelas baik gojek,1
aplikasi senang mudah segala butuh sangat senang ada gojek kapan mana sangat bantu,1
driver pilih2 baik2 akhlak barusan dpt ojol sdh marah 2 minta ongkir 2x lipat gila,1
tak edit review banyak promo grab car memang murah banget pas dipake sama driver tiba tiba batal enak dilempar2 konfirmasi,1
langgan maxim ber tahun2 tidak update no hp hangusbagaimana cara mengginakan jasa ojek maxim mohon info terimakasih,0
yach paylater baik bayar tagih muncul notifikasi lunas error kok saat mau limit jatuh tempo kalau aplikasi nya gojek tutup selamalama terimakasih,0
terimakasih jadi bagi jalan giat sy tingkat selalu layan sejahtera kemudi tuhan kati aamiin,1
driver tidak profesional harga gocar nya 6500 langsung minta batal jadi alas murah nya gocar jarak jemput nya jauh langsung minta batal,0
gmn cara login akun logout guna nomor hp karena email lama tidak aktif,0
aplikasi lama guna pergi transportasi jakarta harga sangat ekonomis map driver perlu tingkat,1
kalau kendara layak pakai biar cepat tidak lambat tuju respon lebih cepat tanggap trimakasih sukses slalu buat gojek,1
nya akun tangguh cok gua bukan driver tangguh akun,0
semenjak banyak pilih opsi mobil banyak driver maen cancel2 aja jadi kalo pilih go car biasa lama cancel payah lah,1
gojek makin kesini makin kurang nyaman driver banyak kurang ramah utama pas pesan gocar pesan gocar xl malah dimarahin driver karna 6 orang padahal fitur xl 46 orang maaf banget gojek perhati sikap driver,0
pu driver ajarin banyak map lah apa coba tunggu 9 mnit jadi 30 mnit malah ambil jalan muter jauh beenr kau rekrut driver,0
lah update bener cari lokasi aja selalu arah balik cari driver jam jam sampe cancel mulu dadak sama driver nya layan nya buruk sekali aplikasi,0
hati oknum driver tidak bener alam tadi pagi paksa buat dianterin rumah padahal pesan terminal tetep tidak mau takut driver tidak sopan,0
argo tidak sesuai mesan awal 13 600 pas selesai trip malah jadi 20100 tidak ngerti main driver apa emang main aplikasi jujur aja dr awal drpda tipu kek gin kesi orangbyg bawa uang pas2an,0
akhir akhir harga tidak masuk akal mesen gojek buat kampus biasa harga normal tiba tiba naik sampe 2 kali lipat banding sama aplikasi belah harga tetap normal,0
masak reviu akun spaylatter lebih 6 bulan gelo lu gojek mending hapus nih aplikasinggak banget,0
terima kasih sama cs tim akhir pindah device baru pihak gojek naik gaji bantu pindah akun device baru,1
alhamdulillah ni selalu driver baik ramah moga selalu jaga selamat tumpang nya aamin allahumma aamin,1
