,review,label
33,mengantarkan anak sekolah sampai laporan sampai sekolah buat terimakasih pak jarang driver,1
34,gila gojek hujanzgak nyantai sama sekali kalau dibatalin uang makin naik mana termasuk parkir tidak ngontrak sama sekali,1
35,driver car wilayah kota kendarijangan suka naik kan harga aplikasi maxim tujuan kelurahan sebelah cuma yq Boorpsampai tujuan jadi yq ribukadang naik hampir indo ribukami pengguna maxim jdi ragu menggunakan maxim car,0
36,sangat nyaman pengemudi agar permohonan syariah makatita motorcycle warna cokelat monopoli deAEgsma selamat menikmati perjalanan ramadhan muara rating ada,1
37,mitra mau banyak jadi pengemis online tarif serba jadi banyak tinggalkan pelanggan mau krna merasa risih meminta meminta alias kasihan,0
38,kak kok enggak bisa dibuat pesenpadahal baru download tambah nya support app gojek baru pesan saja tahun lalu pesan bantuan waktu masuk app gojek malah putih doang,0
39,makin gajelasbuat dapat promo saja langganan gojek plussekarang tidak promo kayak dulu lagimakin update makin gajelaspadahal mengasih promo profit banyak banget taxaplikasi kepikiran,1
40,semakin bebas kendaraan tidak sesuai aplikasi aplikasi cancel tidak sangat bikin driver kapok,0
41,banned entah salah apa mall fungsigbs dipakai naik ojek dllbaik install saja kalian widodo mencurigakan,1
42,baru pertama kali pakai maxim dikasih bonus keren maxim sukses selalu buat driver,0
43,yq kali baru berhasil mendapatkan mobil saja meminta dibatalkanmohon driver sering membatalkan diberi peringatan denda,0
44,bagus pelayanan nyaris selalu diandalkan kalo pergi kota bingung jalan tinggal pakai gojek,1
45,usahakan driver menyiapkan uang kembalian tidak semua penumpang membawa uang pas memesan selalu tidak driver pun kembalian,1
46,pengguna gojek lebih saja tahun baru kali yq bulan berburu kanada voucher sama sekali kalo kagak beli padahal tiap hari selalu pakai gojek lohh admin ayo mana kode promo masa iya yq bukan kagak promo sama sekali,0
47,aplikasi anak bangsa kok menyusahkan driver bikin sejahtera driver customer senang kasihan potongan driver terlalu besar semoga pimpinan segera hidayah,1
48,kecewa aplikasi gojek pesan pacar posisi driver pacar nya terlalu jauh dong pebaruhin aplikasi nya,1
49,kecewa opsi yq ongkir hemat lakukan yq kali tidak driver padahal dekat sumpah hari sangat sangat kecewa dapat driver jauh banget menunggu yq menit telat pekerjaan,0
50,perlu penyesuaian sering kasih driver jauh titik penjemputan terus jadi sering cancel tambah fitur memilih driver memilih driver terdekat,1
51,gojek sangat mempermudah transportasi sering pakai transaksi apapun gojek mulai bayar tagihan transportasi pembayaran lain mudah cepat,1
52,umum driver grabbike maupun grabcar ramahramah kalau kebetulan berburu driver siap membantu senang naik grab,1
53,grab car error aplikasi nya bayar tunai tidak bsa-bsa maupun pakai superbank akun tidak gunakan sama sekali beberapa hari pusat bantuan mengadu tidak solusi tanggapan apapun,0
54,oke pengemudi ane nego bangsa motorcycle warna merah monopoli dnAjizer selamat menikmati perjalanan rating ada,0
55,memanggilku kok daftar gojekmau buka akun lupa pakai nomer manapemulihan akun tetap gbisatrus cara gmn,0
56,aplikasi maxim lebih peka akun fiktif kasihan driver kalau susah mencari uang sering akun tipu sekarang driver tergiur sama ongkir nya,1
57,saran buat aplikator gojek wilayah jawa timur sekitar harga gojek buat driver tidak manusiawi orderan estate driver sangat lama penjemputan mohon kemajuan ulang,1
58,sedih tiba tiba tidak pakai aplikasi nya terdeteksi pemakaian tidak biasa alasan tidak jelas kurang terperinci padahal selama gojek sangat membantu,1
59,grab selalu terdepan semoga selalu membantu driver jalan stop mempersulit driver terima kasih,1
60,maaf jadi bintang yq awal membantu karena promo tapi driver tidak mau ambil dgn dalih jauh titik tidak sesuai dgn pembayaran kecewa banget sih sama grab,1
61,grab skrg lewat lelet tidak cpt respon kayak dulu mau cancel krn salah tujuan trading lama banget keburu driver datang,1
62,selaku driver kecewa sistem gojekberpihak sebelah customersaya ngejar bonus weekend penumpang cancel performa turun padahal penumpang cancelotomatis gagal bonus tidak sekedar jadi sia semangat ngejar bonus malah gagal,0
63,masak review akun paylater lebih enggak bulan gelora lu gojek mending hapus nih aplikasinggak banget,0
64,pesan saja kali menunggu berjamaah tidak cancel menunggu lama banget gojek baru tercancel otomatis konfirmasi cash melalui aplikasi nya,0
65,semenjak banyak pilihan opsi mobil banyak driver main cancel-cancel saja jadi kalo pilihan good car biasa lama cancel payah lah,1
66,sering cancel driver tunggu lama stlh cancel kenaikan harga kalau driver meminta cancel lumayan besar yq driver meminta cancel biaya jadi membengkak dong diperbaiki penghitungan kenaikan harga driver komitmen dlm ambil penumpang terima kasih,0
67,aplikasi lewat bayar pakai jakpro lewat masuk nya sih driver meminta chairs jadi nya dobel bayar nya para,0
68,mau buka lama banget padahal jaringan bagus pakai wifi mahal lancar banget pas buka nih aplikasi butut maxim trading mulutku setengah jam yang lebih,1
69,gojek banyak bohong bilang diminta lgi atau undur jadi yq menuntut apa mencobanya banyak nipu menyangka sesuai nya promosi tolol emng,0
70,maaf mau nya baru daftar gojek kok tiba tiba nama nya sama email nya bukan pun yah padahal nomor kuhp nya nomor tahu bantuan terimakasih,0
71,tolonglah driver maxim kalau makan apalah matiin saja aplikasi kayak gini sdh menunggu driver tau makan kan kayak gini dibuat telat kerja,1
72,makan tuh kebijakan buat driver pakai sistem slot pengguna bayar mahal tapi driver cuma dapat ongkos serba saja entar lama lama kerupuk driver nasional aplikasi penjajah driver,0
73,hallo rabu pengguna setia rabu sekarang rabu jadi lelet memakan waktu trading benar benar lama sangat menjengkelkan beberapakali pesan rabu car yq mobil datang yq penumpang bagaimana rabu,0
74,gojek sekarang pakai akun baru biasa suka voucher voucher guide sekarang tidak giliran beralih pacar saja voucher pas giliran buka voucher ternyata tidak voucher bunga perbaiki lahir,0
75,melakukan penarikan lebih enggak hari dana masuk telfon cash malah disuruh email email tidak balasan bagaimana pihak gojek baca yaa kalo masalah kecil saja tidak nanggepin pelanggan beralih,0
76,parah banget barusan diminta indo ribu gara titik maxim menyesatkan driver malas jadi enggak mau pakai aplikasi trauma,0
77,tidak lgi deh pke grab care kata nya diskon pas datang aplikasi meminta ponsel terus harga nya beda sama aplikasi,1
78,pengemudi setiap hadi daihatsu singapura warna coklat tua monopoli bpijoGci selamat menikmati perjalanan rating ada,0
79,pesan ambil tapi jam selesai saja jam baru selesai dapat driver lama banget padahal tidak hujan gmana,0
80,sering banget dapat driver nya tidak sesuai apa pilih pilih guide comot datang nya kayak guide hemat,1
81,menu pencarian tujuan kurang lengkap masa sekelas bandara internasional tidak ketemu aplikasi maxim aneh kan,0
82,aplikasi gojek tolol gua zoom peta malah balik zoom out gitu saja terus bikin darah orang naik saja gitu nonaktif promo tidak saja ditanyakan tiap hari,0
83,kurang suka grab karena satu driver sya tidak kenal tiba menuduh sya nama topik sya tidak tau topik siapa mana kata bego pas sya mau balas chat ternyata akhiri,0
84,pelayanan tidak ramah baru pertama kali pakai grab kesan driver sangat buruk enggak bakal mau pakai grab,1
85,gojek selalu siap dia butuhkan mana murah disconlagi yuk lupa download sekarang,1
86,lah biaya aplikasi kira saja kasihan driver nya terus kadang suka tidak mau nganter kalo jarak nya jauh potongan aplikasi gede padahal kan customer bayar nya sesuai,1
87,woi gojekkiraz klu bikin tarif nga mikir apa jemput EAkmongkos nya kadang iszoribungalahz ini angkotini mengalahkan rentenir potongan nya buat pemerintah tutup saja apakah menghisap darah orang ongkos murah kena potongan,1
88,kadangkadang driver mau menjemput berhenti tengah jalan tidak dihubungi sering banget mengasih driver jarak jauh lebih parah estimasi waktu jauh kenyataan asli bisa menit dibilang cuma menit,0
89,susah dapat driver pacar kalo cuaca hujan posisi rute jauh sebaik dibenahi,1
90,gojek perbaiki dong heran banget cancel ojek malah dikasih makin jauh lokasi kan heran orang mau mana tidak ngeselin gojek,1
91,dong masa tapi bulan lebih tiap chat driver selalu mengirim benar benar tidak bisa chat sama sekali sering banget cancel driver krn tidak bisa balas chat mau teflon keburu cancel masa update malah jadi sampah gini,0
92,apakah bobrok capek banget kalo mau cancel dipersulit banget padahal laper dikerjain sama toko ternyata tetap sama driver slowresp,1
93,gojek salah satu alat transportasi terpercaya memberikan kenyamanan konsumen maju terus gojek,1
94,aman nyaman ramah kantong khusus kalangan pelajar kalau driver ramah wangi lebih baik sukses selalu jasa maxim luar biasa,1
95,ramahsabardan hati hati bawa penumpangmenjemput ditempat walaupun tidak sesuai titik lokasi susah dapat titik tepatberpatokan sekolahkantor kelurahansehatz semua driver sukacita bawa penumpang,1
96,pesan pacar mau hemattidak jam malam tidak menerima padahal banyak sekitaran daerah stasiun prambanan heran,1
97,harus tindakan dri pihak grab lapangan titik ojol jemput penumpang tidak gesekan sama ojek pangkalan setempat segera ditindaklanjuti penumpang enak ojol lebih tepat waktu tepat titik penjemputantitik tujuan penumpang,1
98,mengadu tarif abiss akun tidak buat tarif abiss kata akun nonaktifkan chat gojek tidak solusi gimana cara biar aktif padahal akun tidak pernah buat macam-macam akun lama buat,0
99,makin kesini makin berat buka aplikasi lama trading nya tidak kayak dulu driver kadang suka pakai motor tidak sesuai plat nomer terdaftar,1
100,tidak nyaman naik gojek skrg driver gojek skrg banyak pakai knalpot berbisik ojol kok kebanyakan gaya,1
101,rute perjalanan lebih diperhatikan enggak jarang driver justru diarahkan melewati rute jauh sampai muter,1
102,bikin rasa aplikasi jdi susah multitasking gojek driver jadi kerestart kalau buka gojek customer,0
103,map grab car tidak sesuai titik jemput titik sampai diperbaiki singkong titik jemput ini sampai kasihan driver ajak muter-muter sama map grab tidak sesuai,0
104,aplikator merugikan konsumen driver fokus sekarang bukan pelayanan biaya terus dinaikkan diimbangi peningkatan pelayanan,1
105,alamat maps enggak bisa sesuai titik beberapa kali driver salah padahal ditulis lengkap benerin apakah nya yq,0
106,baik sekali driver ramah tidak sombong sangat membantu terimakasih banyak pak semoga kebaikan balas allah,1
107,pesan pacar tidak mau jemput karena argo kecil pesan motor tidak mau jemput karena jalur macet pusing padahal gojek termasuk mahal pakai pas promo,1
108,aplikasi bagus driver saja tidak jelas percaya diri suka cancel heran banget kalau kagak mau kerja nya tidak usah aktifkan akun cancel mulu buat gojek seleksi driver,1
109,banyak driver tidak sesuai aplikasi jadi takut kalau pulang malam menyenangkan aku pulang malam mending pakai grab,0
110,selama selalu pakai aplikasi grab oke dajjal tidak kendala apa tidak keluhan apa kadang diskon hahahaha mantap semoga selalu meningkatkan kualitas aplikasi driver nya lebih penting terimakasih,1
111,jelek segi pembayaran via debit kredit mastercard lain mau dipakai kesukaan saja kalimat diperbaiki tidak menggunakan pembayaran via,0
112,hujan dikit susah banget driver mau gojekgocar sampai menunggu hampir sejam buat driver selalu cancel sepihak padahal pilih opsi harga promo,0
113,pihak grab perbaiki map nya susah sekali terkadang mencari lokasi malah terkadang bnyak salah titik alamat tidak sesuai,0
114,sambalado beberapa kali potong driver datang lokasi penjemputan sama saja merampok uang user sangat memalukan,0
115,kok pas daftar tidak padahal nya nya nama email nya baru kok tetap tidak mohon bantuan pihak gojek,0
116,dididik driver nya jangan gatel nya nanyain mahal tidak penting kek memang perlu banget nya privasi gue spill tidak nama driver sama plat nya disini wkwk,0
117,saran kemajuan pos tambahkan fitur pilihan khusus gojek perempuan ibu ibu kalau mau pergi berboncengan nyaman sesama wanita lebih mahal ya tidak papa kalau memilih gojek wanita karena cari kenyamanan,1
118,bagus sih mempermudah cari titik maps nya titik lokasi nya susah banget,0
119,dia update ngapa susah dia buka sih padahal sinyal normal terus slot sama aceng meresahkan hapus program nya enggak enak kalo pesan driver nya padahal bayar full driver nya malah boncengkan,0
120,driver gojek sekarang sombong mendatang mendatang cuma indo ribu tidak mau ambil gerak padahal terima driver,1
121,halo aplikasi lumayan bagus biasa aku kok tidak dapat driver yah biasa driver keluar jalur,1
122,pesan satu driver nya sampai banyak driver datang kerumah kasihan kan driver dibatalkan gitu tidak cancel,0
123,nya akun tanggungan cok gua bukan driver tanggungan akun,0
124,suka banget sama gojek bahasa nya enggak baku jadi senang pesan apapun gojek kalo mengadakan diskon ongkir hari hehehe,1
125,segala cara pembayaran dilakuin otomatis biar bisa langganan terus wkwk blm langganan plus enggak ada benefit sama sekali cuma buang-buang uang saja,1
126,gila harga aplikasi sebelah jauh lebih murah ramah disini harga bendungan banget diskon sedikit padahal lama banget pakai gojek setia sekali,0
127,pesan driver datang tawarkan luar aplikasi offline cancel kebanyakan driver setuju perusahaan terlalu serakah tidak empati dgn mitra,1
128,maaf pernah kena dapat driver grab meminta tunggu menit benar benar didapat sampai telpon marah marah memang lokasi masuk-masuk komunikasikan sama teman perlu penjemputan,0
129,kurang suka cara pemilihan peta nya tidak atur akuratmasa pasang pin tempat maps,0
130,okelah apakah nya bagus banget diskon goofodgojek kendaraan nya besar banget potongan nya kadang besar banget saja pengendara nya kurang ramah sama pelanggan,1
131,estimasi pacar hemat scam gaes disini tertera kurang lebih TiO menit estimasi driver nyata sampai menit sampai gila waktu perjalanan bisabisa sampai sejam,0
132,pilihan rubah rute driver biasa meminta ubah rute harga lebih mahal harga tetap meskipun ubah rute driver biasa kesalmarah dihapus saja pilihan ubah rute,1
133,aplikasi paling bisa the best aplikasi berguna sekali buat orang pekerja pulang kerja nya malam banget jadi transportasi online,1
134,dongsaya pesan yq plus kok malah datang bluebird mana supir nya jutek lagian mitra grab benaran grab,0
135,sudahlah bermanset tinggal menunggu tiba batalin sama driver nya gara jarak jauh krna ongkos lebih murah pdhal mengerti faham suka melebihi ongkos nya,1
136,sdh mencoba beberapa kali pelayanan cepat harga murah driver cermat sampai dia tujuan tempat waktu,1
137,perbaiki tarifargo nya adil buat driver customer perbaiki sistem maps nya mudah pahami,1
138,sampah banyak diskon banyak promo paling merugikan jelas mitra driver aplikator paling menguntungkan,1
139,mempermudah sangat butuh transportasi cepatan perlu ribet tinggal klikgojekpun datangterima kasih sangat membantu,1
140,grabcar driver enggak pakai otak menjalani mobil minus akhlakminus attitude pelayanan jelektidak ramah penumpang,1
141,jangan pakai gojek sih gojek mengasih ongkir driver cuma sih ribu aplikasi marjuki,1
142,aplikasi termahal dikota cikampekkalo mau bersaing dgn aplikasi tidak ditinggal customeradakan layanan hemat dong kayak bukan kebelakang sekarang tarif diserbu atau driver kata cuma dapat baru,1
143,kak tambahkan pendapat bang ojol kak kalau musim hujan kek unik pas hujan susah dapat driverbuat semangat kerja kak btw sendiri kalian dijalan kalau hujan kek gni mereka kondisi badan buat pekerjaan,1
144,dihapus saja waktu tunggu berbayar nya soal tidak menunggu dibuat berbayar sama driver jalan sejam jadi bayar widodo ribu parah sih menurutku nama driver nya harus pratama teguh serang banten kerja virus,0
145,kalau tidak pakai promo ongkos kemahalan buat customerdan terlalu rendah terima driver kebijakan biar saling menguntungkan,1
146,terlalu banyak kecewa nya pergi tempat wisata padahal dekat stasiun tidak pi lupa padahal maps nya banyak driver,0
147,driver cancel didepan mata lobby bahkan saudara teriakteriak memanggil driver tersebut dibantu orangorang menunggu penjemputan entah konsekuensi tidak pihak grab,0
148,bpk sabar baik menunggu banyak saya jauh dari kota bekasi muter-muter mencari banyak driver handal top banget,1
149,terimakasih pak semoga sehat melancarkan rezekinya amin sangat bagus musik bagus pengemudi hati hati pengemudi sopan tiba cepat bersih rapi,1
150,driver bagus ramah cepat cuma hampir sih hari tidak pakai tidak masuk akun alasan jaringan padahal jaringan lancar gojek perbaiki aplikasi yah terimakasih,0
151,malam paman gojek mau atau soal akun syarat driver dunia skrng tidak kunjung aktif dri tahun dia skrng tdk aktif jga,0
152,gimana sih gojek nya aktif tpi lupa pin karena kuhp lama hilang tidak masuk bantuan tidak jelas aplikasi nya,0
153,halo gojek aplikasi tidak dibuka menggunakan versi terbaru masuk aplikasi selalu keluar bantuan,0
154,hallo grab terima kasih diskon banyak cuman map nya perbaiki driver sdh sampai depan rumah tapi dia map driver dia setengah jalan,0
155,aplikasi sampah wajar saja banyak ditinggal driver pelanggan pindah kesebelahEx download gagal terus ngurus kuota doang,1
156,jarak dekat harga tidak hemat tapi dapat driver keseringan posisi jauh mengesalkan lama banget,1
157,selalu enggak bisa ngetik chat padahal pencet sore klik berulang kali susah banget masuk room chat jadi sering misro sama driver diperbaiki fitur,0
158,terlalu mementingkan customer suami enggak menarik seminggu krn bintang tapi customermemang seminggu enggak mkn enggak jajan apa anak-anak dong gojek jgn main super minimal diskusi dulu,1
159,mau ganti email doang berapa kali dicoba tidak bisa-bisa enggak ada solusi gojek kontrol,1
160,beranggapan maxim ber tahun-tahun tidak update nya kuhp hangusbagaimana cara menggunakan jasa ojek maxim mohon info terimakasih,0
161,sangat cepat cekatan pelayanan nya bagus terimakasih mencari kan kendaraan pengemudi baik amanah ramah terimakasih,1
162,kecewa banget sumpah tidak mau pakai nih apakah menunggu driver nya lama padahal pakai prioritas saja menunggu lama,1
163,maaf kasih bintang yq kurang masalah verifikasi wajah padahal sesuai petunjuk dibilang tidak sesuai mohon tanggapi pihak gojek,0
164,peta utk konsumen perbaiki sering nyangkut peta nya jadi tidak ketahuan sampai mana driver jemput nganter makanan nya,0
165,baru kecewa sama gojek masa cancel malah marah kan cancel garagara jarak jauh padahal tunggu bunda malah tidak terima,1
166,pesan pacar berapa kali batal batal terkhusus kagak mau cari duit apa gimana sih,1
167,susah cari driver gojek kebanyakan kasih promo murah percuma enggak ada masjid ambil mending jangan pakai gojek pakai saja maxim,1
168,bayar mahal banyak driver bilang menerima cuma sih ribu pesan guide driver depan mata banyak online dapat jauh jauh terus gojek gojek makin tidak fungsional,0
169,gojek sekarang tidak kayak dulu sekarang jadi mirip aplikasi scam banyak promo daftar plus promo nya malah hilang semua voucher sengaja dibikin tidak tanggal berlaku biar sewaktu dihapus berasa ditipu aplikasi sampah,0
170,semakin hari semakin jenuh sama layanan beri sama pihak gojek kemungkinan bakal install apakah nya,1
171,dapat gojek tidak ramah tidak jelas nih apakah min dong masa gua mau naik gojek mala tidak ramah,1
172,aplikasi tadi itu dapat driver kemudian driver nge cancel jadi nya banyak masuk chat sama jadi kena omelet sama driver jadi nya banyak masuk,0
173,dipertegas mitra grab car pesan grab car hemat plus yq hampir saja jam cancel terus sama driver,0
174,terima kasih buat abang maxim nya ramah sama penumpang mau menunggu jarang dapat ojol ramah pokok the best,1
175,saran grab background mohon dihapus sangat mengganggu waktu mengangkat telfon perjalan bersama driver suara background masuk kedalam telfon,1
176,hatihati area cukup gading serpong driver purapura tidak tahu tempat tujuan alasan mas error lain meminta nomor telepon jangan diberi islam telepon ancaman tidak jelas,0
177,kalau driver grabcar jangan seenak nya dong menunggu lama selalu cancel sma driver nya seenak nya sarjana selalu gituu,1
178,aplikasi bagus promo buat jadi lebih murah pengguna baru jadi gojek lebih nyaman seru,1
179,customer lama lama kecewa sama aplikasimau pakai layanan jadi segan kasihan driver pakai tarif normal driver uang yq bayar,1
180,pengemudi hendro mendrofa motorcycle warna bumbu biru monopoli bpzEijom selamat menikmati perjalanan rating ada,1
181,titik map harap update segi titik maps indri jauh lebih bagus kasih fitri foto chat memudahkan konsumen driver,1
182,sistem terlalu ribet buat mencari driver cepat bayar tambahan kalau tidak mau menunggu driver sama indo menit lebih lamalama makin mencekik user aplikasi,0
183,kok saya mau daftar disuruh memasuki lokasi tpi tidak muncul muncul yah lokasi nya saya ketik tapi muncul bawah kya mencari lokasi trs padahal kalau buka jaringan aman-aman saja,0
184,dulu sempat hapus gojek sekarang download gojek susah masuk verifikasi wajah mencoba banyak kali tetap enggak bisa soal dulu waktu hapus gojek verifikasi wajah meminta mau pakai gojek secepat,0
185,itu gojek pesan guide motor driver map tidak bergerak sama sekali tiba tiba driver nya muncul kasihan driver nya kalau jauh motor driver map tidak gerak-gerak driver nya sdh jalan,0
186,aplikasi tidak dia sekretaris laporan darurat sulit melakukan pengaduan atas tindakan pelanggaran mungkin lakukan driver-driver nakal,0
187,pusat bantuan tidak berguna lama sekali respon padahal kesalahan aplikasi bukan driver ataupun penumpang penanganan lama tanggal enggak sekarang penanganan,0
188,yq februari pos parah apakah teroris tidak pakai stasiun cintya mau keluar stasiun tidak parah gojek,0
189,driver tidak jelas selalu meminta cancel alasan titik penjemputan jauh kalau cancel dapat driver makin lama kalau dilanjut driver meminta cancel enakan pakai ijo sebelah driver jarang cancel lebih sabar plus mobil bersih app mobil bau rokok,1
190,apakah payah menunggu hampir saja jam ngak menerima sekali terima malah ngak mau driver nya malah kata cari saja mas kata gitu,0
191,driver jauh jadi lama perbaiki sistem jarak driver sama cash tidak lebih aku jadi tidak menunggu lama,0
192,pesan gojek lama banget gila padahal gojek sekeliling banyak banget ngak mau ambil aneh,1
193,aplikasi untung pun aplikasitapi abang ojek tusuk dapat seberapa maka lebih memilih maxim akun gojekcuma memikirkan buat pnya aplikasi buat apa,1
194,kalau grab car bisa jangan kasih driver posisi macet parah masa penumpang tunggu ini saja jam nga masuk akal woi perbaiki,0
195,malas sama gojek selalu mengasih promo driver selalu tidak pun kembalian masalah sering terjadi,1
196,gojek pun menu pacar hemat kenyataan jarang bahkan tidak pernah digunakan dirancel berulang kali driver mending tidak usah dimasukkan operation tidak membuang waktu pelanggan,0
197,bintang tapi pacar tapi jam tidak ketemu buat driver pacar kali tidak usah kejar pacar,0
198,jaman serba digital kehadiran aplikasi gojek sangat membantu sekalisemoga kedepan gojek selalu memperbaiki diri pelayanannyasemakin sukses gojek ini semua driver,1
199,keseringan driver enggak ada kembalian padahal customer kalo tidak siap dgn kembalian jgn buka layananpenjualan,1
200,tetap jaga kepercayaan pelanggan mana berada menjaga kepercayaan paling susah kenyamanan keamanan jangan lupa perhatikan gojek,1
201,tidak request refund dana mandiri aplikasi grab dipermudah cara request refund dana,0
202,kesan pribadi dari memesan maxim peta titik tepat tidak pass padahal benar pencarian driver sangat lama sekali hidangan ending gagaleror bahkan tidak berfungsi memesan,0
203,apakah sering tidak download padahal apakah bagus pihak gojek perbaiki,1
204,kasih deskripsi awal kalau memang bawa stroke bayi menggunakan pacar tipe lah biar tidak salah pilih pacar,1
205,saran saja buat hrd driver maximtolong ngerebut orangtua kepribadian sama akhlak selama tes jugarata driver maxim menyolot tidak beretikakayak preman semua,1
206,apakah sangat tidak peduli keselamatan banyak driver tidak pakai seragam suka jalan contoh lawan arus terobosan periode,1
207,driver maxim atas nama anggi surya putra cilegon baik banget sopan santun pokok nyaman banget driver anggi surya putra,1
208,coba bulan pihak maxim pengecekan kendaraan driver terutama mobil yq naik maxim mobil dlm keadaan kotor bau tidak sedap tidak nyaman banget rasa mual selama perjalanan cium aroma didalam mobil,1
209,kondisi hujan reda pakai comot pelanggan prioritas biar cepat dapat driver indo menit malah tidak dapat sama sekali sekali dapat posisi jauh benar kena cancel sama driver,0
210,sering terjadi sistem teroris merugikan customer sering terkendala sinyal nya tidak baik padahal sinyal menggunakan aplikasi berjalan lancar,0
211,pemilihan driver nya lebih seleksi laah orang tua aki kalo dihold dulu yq ngalamin dapat orang tua jalan lelet ngantuk kebangetan,0
212,grab aku mau pesan makan ataupun pesan transportasi selalu tidak selalu notifikasi mengatakan permintaan mau tidak proses,0
213,aplikasi maxim ini sangat membantu sih kali mudah cepat ini harga nya terjangkau semoga lancar selalu buat pra penumpang naik lancar trs aplikasi maxim nya,1
214,driver kalau kalau pakai promo biar murah malah tidak mau ngetik kalau sengaja lama melambaikan hadeh,1
215,sejauh ketemu driver jutek alhamdulillahpesan utk driver muslim selalulah diawali dgn bismillahirrahmanirrahimsemoga hasil didapat penuh barokah,1
