review,label
driver jauh jadi lama perbaiki sistem jarak driver sama cs tidak lebih 2km jadi tidak nunggu lama,0
dekat banyak jauh app lama kq kalah sama app baru buru malah suruh nggu driver jauh lama makin sering gunakan makin tidak jelas ni app kebanyakan makan uang driver,1
tidak bagus banget tiap mencari driver lama sekali sengaja apa karna biaya nya terlalu murah jadi driver tidak mau mengangkut mohon ditindak lanjut padahal posisi driver dekat semua,1
plis banget kalo ngarahin map bener bener aja lewat jalan umum aja gausah ngide nyari jalan paling cepet malah jadi lama tidak semua driver paham kasian,1
bandara tambahan biaya admin parkir kalau ditotal jadi lebih mahal gocar grabcar,1
harga argo penumpang sama si sopir beda driver ta lewat jalan mana kalo pendatang tidak tau jalan gimana,0
pekerja gojek bertingkah tidak mau kalau dekat cari uang sepuluh 20 ajh bertingkah banget,1
bintang 4 dulu beberapa ditingkatkan maupun aplikasi ataupun driver,1
potongan sangat besar beban kan pihak konsumen driver sedikit aplikasi perbudakan founder malaysia emang negara musuh indonesia,1
selamat hidup aku pakai transportasi online dihitung dgn jari kanan tp pengalaman bagus semu driver sopan baik berusaha ngobrol akrab,1
layanan go investasi tidak akses padahal upgrade grde makin tidak jelas gojek nya bukan problem solver sekarang menjadi problem maker,1
mantap supir nya rama baik mobil nya bersih wagi wak pokok nnya jos x,1
beberapa driver nya kurang ajar baru kejadian baru nunggu 2 menit ngamuk kayak nunggu bertahun,1
dong kalau hujan d perbaiki posisi driver nya jauh jauh semua padahal banyak dekat kalau d liat maps,1
aplikasi bagus pernah ngalamin salah tf 110rb driver gojek tp cs mau bantu dana potongan gocar nya banyak aplikasi sangat membantu recommended lahh,0
gatau kalo pesan gojek selalu cancel driver 10x padhl buru buru developer bagaimana apk kok jadi gini padahal dulu fine fine,0
peta utk konsumen perbaiki sering nyangkut peta nya jd tidak ketahuan sampe mana driver jemput nganter mknan nya,0
perbaiki masalah pejemputan driver jauh jauh liat driver posisi dekat,1
pesan gocar mau hemattidak jam malam tidak nerima padahal banyak sekitaran daerah stasiun prambanan heran,1
driver bad attitude minta harga lebih dr aplikasi alasan tidak promo padahal aplikasi tercantum harga berbeda minta driver,1
banayk iklan tidak jelas padahal main geme seru seru nya keluar tiba tiba karna iklan iklan jangan ganggu,1
tidak gojek susah area surabaya utara aplikasi sampah nunggu 1jam tidak dapat2 limit blokir aplikasi sampah,0
peke gocar hemat jam set 2 sampe jm set 5 gaada satu driver mau ambil padahal nominal pembayaran semakin naik melebihi gocar biasa sangat tidak menyenangkan,0
woi gojekkira2 klu bikin tarif nga mikir apa jemput 34kmongkos nya kadang 1520ribungalah2 in angkotini ngalahin rentenir potongan nya buat pemerintah tutup aja apk penghisap darah orang ongkos murah kena potongan,1
sekarang tarif mahal dulu trip biasa 11rb13rb skrg jadi 20rblama2 ku log out nih gojek,1
senang aja dgn aplikasi promo sj skrg jd dpt abg grab jauh trs jd butuh waktu nunggu jd lama mau cancel kasihan abg grab ksh driver dekat aja,1
gojek sekarang tidak kayak dulu sekarang jadi mirip aplikasi scam banyak promo daftarin goplus promo nya malah ilang semua voucher sengaja dibikin tidak tanggal berlaku biar sewaktu dihapus berasa ditipu aplikasi sampah,0
nunggu 2 jam tidak dapet driver plis memang tidak driver dibatalkan jgn php,0
sinyal buruk pakai kartu perdana apapun kalau chatingan pending pending mulu heran aku sama gojek,1
bajing terlalu lama nunggu nya gojek sialan kalau tidak minimal batalin tolol lama lama nunggu baru bilang dk dk driver ngapa tidak awal awal,1
parah kalo hujan harga tidak stabil driver jadi tidak mau mengangkut penumpang berharap harga naik terus naik tidak jelas manajemen nya,1
layanan goride sangat membantu aktifitas sehari motor sedang perbaikan bengkel masukan nya mgkin cuman kalo cuaca sedang hujan dlm situasi urgent butuh transport sering lama dpt driver nya,1
pelayanan tidak ramah baru pertama kali pakai grab kesan driver sangat buruk gabakal mau pakai grab,1
aplikasi diupdate malah makin jelk dam kadang suka driver jauh membuat lama menunggu,1
driver tidak jelas nunggu lama malah dicancle lebih diperbaiki driver kalau tidak mumpuni dipecat,1
pak sopir ramah sopan mengerti penumpang ditempat titik jemput daerah pelabuhan terima kasih pak sopir baik hati tuhan memberkati,1
tidak request refund dana mandiri aplikasi grab dipermudah cara request refund dana,0
baru tau sy kalau maxim semurah kalau sy mau pakai maxim trus trimakasih driver nya abang nya baik bgtnganter tempat tujuan dgn selamat,1
kasian driver nya pendapatan nya kecil buat 1kali trip nya ongkos aplikasi nya mahal ditambah maps nya kadang eror paling penting ongkos yng keterima driver beda jauh sama ongkos apk gojek nya,1
cuaca bagus jam sibuk kagak cari driver kaya cari emas lama kayak hewan hibernasi,1
kacau banget kecewa beri tahu semua driver mobil jangan apa apa lewat tol padahal lewat jalur biasa aja niat mau hemat malah boros bayar tol,1
kalau kata parah banget sih lu tarif murah murah bngt kasian driver lah mikir apa cuy kasihan deiver masa tarif motor goceng berkilo2 mobil 14rb berkilo2 tidak mikir apa butuh bensin lain2 kalau bangkrut kan lu susah parah bener lu,1
buruk sekali sekarang driver gocar yahbanyak alasan buat cancel penumpang dikala hujan semua nunggu ambil pas tarif mahalburuk banget sekarang gojek,1
bilangin driver mu kalau nyetir sepeda cepet dong padahal jalan sepi aja dilambatin nyetir cokk anj bangkrut aja luhh pu nya makarim bedes,1
percuma e wallet tp driver mau tunai kalau bikin aplikasi jangan nanggung dong,1
gojek nya baguss super duper jedar jedorr bintang 5 etmin jgaa asikk nya minta ampunn dah angkat tangan kalo mah yuk egee buruan download gojek jan pakai lama sinii gwa tunjukkin pelayanan terbagus,1
tidak jelas wifi kencang tidak gangguan utk main game lancar giliran aplikasi blg internet mati terus internet tidak stabil lah,0
driver terbaik bintang nya kalo 10 tak kasih nya 11 pelayanan sangat luar biasa baik nya,1
sekarang susah banget dapet driver terlalu pilih pilih males padahal selalu kasih tips bertahun tahun pakai skrg kesel banget driver kalo gamau pick up yaudah langsung cancel aja jngn dibiarin nunggu lama lama tidak gerak gerak tidak mau konfirmasi,1
sejauh cukup membantu sekali banyak promo good lah pernah sekali dimaki dimaki driver menunggu hehehe gpp manusiawi kalo marah marah tp tetap pakai gojek kog aman,1
aman nyaman ramah kantong khusus kalangan pelajar kalau driver ramah wangi lebih baik sukses selalu jasa maxim luar biasa,1
gabisa login terus malah suruh nggu 30 jam padahal skrg laper banget pgn cb pesen makan gojek waras,0
3 kali pesan aja gc dapet driver 2 jam nunggu tiga kali batal,0
dear developer gojek kalau nulis deskripsi update aplikasi bener kaga usah lu bolak balik gitu kalimat kalau tidak nulis sini tidak usah ditulis lol,1
kalau hari libur maps buat driver update soal ui kalau hari libur semua gerbang tutup cuma lewat dekat tugu buku kasian driver nya mutar jauh banget,1
pesan driver datang tawarkan luar aplikasi offline cancel kebanyakan driver setuju perusahaan terlalu serakah tidak empati dgn mitra,1
aplikasi sampah wajar aja banyak ditinggalin driver pelanggan pindah kesebelah3x download gagal trus ngures kuota doang,1
driver engkong2 walaupun gemetar naek paling tidak maxim mau memberi pekerjaan tidak memandang usiabuat engkong driversehat terus,1
buat customer kaya tokai kalau jgn maen cancel aja kalo sekira nya dpt nya jauh driver kabarin jgn seenak nya maen cancel driver sampe penjemputan maen cancel ajaklo customer cancel potong 50 driver,1
aplikasi tidak tampilkan transportasi tdk biasa padahal sdh sy instal ulang,0
oknum driver nya kurang sopan padahal kan baru belom terlalu paham nya kasih edukasi bukan malah katain kasar,1
sejahterain driver min kasian driver sampe ngalong ujan2n argo tambahin kasianrata2 driver ngeluh kalau ta,1
diperbaiki kinerja driver apk nya gojek solusi dong buat driver biar autobid pas ujananeh susah banget driver kalo ujanmanja bgtkesel deh driver manja kalo ujan gamau narikga butuh rejeki apa,1
aplikasi aneh tiba tiba muncul tagihan ongkos tolparkir tahun sebelum2 padahal selama dipake aman aja memang dibayar tidak jelas stop pakai gojek uninstall adl jawaban terbaik,0
bapak ramah baik bgd mau bawa kitadari tadi mo klinik bawa sakit susah bgd pesen ojol dibatalin trsterima kasih pak mau bawa disaat butuh bgdmaaf cm bs kasih tips sedikitsehat selalu bapak,1
makin gajelasbuat dapet promo aja langganan gojek plussekarang tidak promo kaya dulu lagimakin update makin gajelaspadahal ngasih promo profit banyak banget taxaplikasi kikir,1
bingung sama gojek pakai gojek nya lebih cepat tidak menunggu lama dn harga ny semakin naik kalau cuaca hujan nya driver selalu ready masa menunggu trus sihh jadikan solusi penggunan ojol hadehh,1
dipertegas mitra grab car pesan grab car hemat plus xl hampir 2 jam cancel terus sama driver,0
update malah nambah fitur verifikasi selfie gajelas lama kepala sampe ngangguk2 tidak jelas tidak tembus pesen driver malah kaya orang dongo tempat umum ngangguk2 verifikasi ribet,1
trauma banget tiap naik grab car gaada bener tiap jalan supir ngeluh mulu macet lah apalah padahal customer gatau apa apa soal gitu memang resiko mohon adain fitur silent buat pengemudi biar tidak banyak ngeluh ngomong,1
kasih opsi tetap gunakan update kadang kepepet sinyal lemot jadi kelamaan mau nyari driver,1
perlu penyesuaian sering kasih driver jauh titik penjemputan terus jadi sering cancel tambah fitur memilih driver memilih driver terdekat,1
gojek banyak boong bilang 1mnt lgi ta undur jadi 4 mntt apa cobaa banyak nipu nyagk sesuai y promosiin tolol emng,0
hari menggunakan grab aplikasi sangat bagus nyaman driver nya fast respon terkadang kalau sedang hujan aplikasi suka loading lama,1
selamat pagi semoga maxim lebih bagus sebelum khusus dipulau nias sangat terbantu ada maximha sajasaya pengen lbh ditambahkan pembayaran jasa onlinemaximpay aman tdk terjadi,1
bener ajah masa psen gojek selalu jauh titik nya rugi waktu jarak driver kasian bensin nya le gmana sih gojek sekarang kaga akhlak,1
kecewa berat baru aja make gojek seneng awal dpet voucher diskon eh tau malah tiba ilang voucher gitu ditolak laporan goodbye,1
kurang suka cara pemilihan peta nya tidak atur akuratmasa pasang pin tempat maps,0
kecewa berat sih percuma pu fitur ewallet kalau smua driver kota makssr tidak make fitur ewallet fungsiin kak biar tidak kalah saing sm kompetitor sblh,1
alhamdulillah selalu memuaskan pakai aplikasi gojek menolong banget sy tempat asing alhamdulillah sampe tempat tujuan dianter abang gojek,1
kendala tidak menemukan driver tp sistem tidak solusi berta pusat bantuan sama tidak dikasih masukan,1
jadi takut kalo pakai voucher hemat disinikalo pakenanti driver nya judesngasih rating customer nya jelekjadi susah dapet driver tidak dikasih tips ngomel,1
sekarang malah semakin parah sdh dekat lho tiba tiba cancel sopir gojek kok gitu sekarang kok tidak sopan gitu sdh terburu2 e malah cancel pemberitahuan dlu parah,1
beberapa x mengalami dpt driver grabcar sangat tidak sopanlebih enak naik gocar taxi bluebird,1
banyak driver nya sekarang ngemis tips argo terima tidak sesuai nerima 50ada 60 kasiani driver andaanda jaya driver andahilangkan program,1
benerin apk nya dong sering gangguan muter2 terus abang ojol chat jadi ngga dibales mau konfirm ojol jadi susan kasian ojol,1
driver comfort lagu sengaa tidak mau diambil lucu banget driver ojol tuh kalo tidak mau ambil bilang biar dicancel wahai driver dongoo biar org tidak nunggu,1
mendaftar ulang driver mengganti motor ktp akun lama terpakai cara ktp lama gunakan,0
sangat kecewa pesan grabcar datang malah blue bird malah supir blue bird tidak ramah suka ngomel2 tarif murah,1
good membuat semua orang menjadi tempat tujuan nya selamat lancar kendala,1
driver nya lama bangett nya anter ibu cuci darah jam 6 sampe jam 7an,1
mantaf smpe tidak ngantuk nemenin ngbrol smngat trus cri cuan y pak supir sehat sll berkah selamat,1
bagus sih murah kadang kasihan sama driver biasa pas promo harga grabcar hemat sama grab motor,1
sangat cepat cekatan pelayanan nya bagus terimakasih mencari kan kendaraan pengemudi baik amanah ramah terimakasih,1
gojek ngeruk keuntungan pelanggan bayar 15rb driver terima cuma 5rb astaga gojek pantrs drivermu ngeluh semua aplikasi meres tenaga org lama lama habis pelanggan mu gojek,1
sopir gocar rada belagudah tau pesan gocar xl ta berapa orang dewasa 3 anak kecil 3 aja tidak mau bawa sumpahin seret tuh driver rezeki nya,1
kesalahan driver lama malah customer nanggung konsekuensi dibatalin buruburudriver jauh malah dapet konsekuensi customer bakal dapet lebih jauh kalau sering batalin driver jalan ngga masalah dong kalau dibatalin malah ngancem customer si grab haduh,1
mksh bang bantu klrga dr jakarta org biasa tidak py mobil pihak grab bantu bila penumpang klrga sy pesan grab dr rmh permudah,1
bikin 2 laporan tidak beres permslhan tidak selesai parah dah payah cari karyawan bs kerja,1
saran grab backsound mohon dihapus sangat mengganggu waktu mengangkat telfon perjalan bersama driver suara backsound masuk kedalam telfon,1
seneng sih tarif murah tp kasian abang sy kalau tarif murah inisiatif ngasih tip driver nya biar sesuai tarif aplikasi nya,1
parah driver grab cirebon khusus cideng raya orang senga tidak ramah nya koq orang kaya gitu jadi driver,1
terimakasih pak semoga sehat lancarkan rezekinyaa amiinn sangat bagus musik bagus pengemudi hati hati pengemudi sopan tiba cepat bersih rapi,1
pihak gojek diperhatikan kmbali driver nya sering ketemu driver gatau gmaps driver komplen kalo jalan becek padahal gatau kalau jalan tersebut becek sedikit banjir selama jkt driver bagus tangerang gitu mksh,1
aplikasi tidak jelas dreafer nya sengaja lambatin apk nya tulisan tiba pas cek dreafer nya jauh lebih mending grab gojek lebih aman walapun harga sedikit mahal,1
aplikasi nya berat padahal buka aplikasi sosmed lain jaringan lancar kalau buka gojek lemot kaya gapu kuota padahal pakai wifi,1
map diperbaikisering tidak sesuai membuat hubungan driver penumpang jadi bermasalahtolong it nya kerja memperbaiki masalah map kalo perlu terjun lapangan,1
sengaja bintang 5ni gojek lama lemot chat driver ceklis terus tau sampemau tracking map malah lemot tidak jalan,1
driver gocar tidak doyan duit padahal banyak mangkal tidak ambil sama sekali jarak deket 40 rebu,1
driver ngemis2 minta tambah ongkos 100 ongkos dpt 25rb apk cust eh driver minta 60rb,1
gojek taik ni driver penipu makin maki orang jelas trus mempermainkan orang trus setela dilapor keadmin malaan diblok admin buat smua hati hati mengunakan gojek banyak driver penipu digojek tidak ditindak tegas,1
aplikasi tadi tu dapet driver kemudian driver nge cancel jadi nya banyak masuk chat sama jadi kena omel sama driver jadi nya banyak masuk,0
gojek parah jam 2 hujan sampe skr jam 6 sore miko mall tidak maw ambil malah cancel,0
selalu susah cari pengemudi malah pengemudi jarak jauh nego harga tidak bjsa,1
sekarang makin sulit customer wajib vermuk kamera rusak gmn cara makai apk nya sangat kecewa,1
gojek mahal skrg gaak asik mau pindah ojek kompetitor sebelah aja wkwkwkw semakin sering naek goride semakin tidak pernah mendapatkan promo kek dulu payah sekali promo pakai bank wkwkwkw ribet bye gojek aku uninstall yah,1
mau buka lama banget padahal jaringan bagus pakai wifi mahal lancar banget pas buka nih aplikasi butut maxim loading muluu setengah jam an lebihh,1
buruk maps tidak jalan sekali jalan tidak lancar alias stuck stuck jadi tiba tiba sampe aja driver jadi tau driver tidak jalan,0
utamakan driver langsung jalan siap ambil tidak abaikan jangan buat pelanggan menunggu terlalu lama akhir waktu menyebalkan rasa,1
sejauh pemakaian selama hampir tidak pernah mendapatkan pengalaman buruk 12 kasus driver beralasan kejauhan minta cancel mohon pertahankan kepuasan tetap kasih promo konsumen merugikan mitra,1
dahal bagus apk tpi driver nya banyak nolak alasan hujan yakali mesen sepeda dahal mesen pakek mobil huft,1
nyari terapis lama bngt tidak dpt2 tp emang murah sih minta map nya ditambahi nama jalan klu mantau driver ato talent mana biar gampang thx,1
kecewa sama driver gocar karna sering cancel pelanggan disabilitas kemarin cancel 5 kali perbaiki layanan dulu,0
tarif mahal potongan buat driver 30 lebih kasian woi sama driver kerja si gojek nguntungin kayak zaman kolonial aja,1
mulai kecewa driver gojek kota semarang beberapa cara supiran motoran nya ugalan arogan ingetin marah lain-lain,1
aplikasi berikan tutorial biar paham cara menggunakan biar tidak salah paham sama driver gopartner,1
mau bayar cicilan paylaterpinjam jadi gabisa app nya kebanyakan fitur jadi berat dulu selalu problematik sistem nya gojek,1
goride nya error pesen sekali datang pengemudi sangat merugikan orang maupun pengemudi mohon fix,0
driver parah penumpang disuruh bayar lebih padahal parkir tol bayar tetap minta lebih alasan buat biaya layanan niat pengen murah sebelah malah justru lebih mahal si biru,1
terimakasih atas respon nya bantuan nya bintang nya aku kasih 5 sukses terus gojek,1
wahai customer budiman kalo kasih rate jangan tega kasihan driver kalo kasih rate jellek langsung anyep tidak sehari bermingguminggu kasihan kalo pu keluarga susah lu bikin susah lu bayar tidak mahal pikirin keluargs driver jangan tega jadi manusia pu empati,1
map grab car tidak sesuai titik jemput titik sampai diperbaiki singkron titik jemput n sampai kasihan driver ajak muter2 sama map grab tidak sesuai,0
aplikasi payah kalau pesan gocar driver tidak bergerak posisi awal good job maxim grab,0
melakukan penarikan lebih 6 hari dana masuk telfn cs malah disuruh email email tidak balasan bagaimana pihak gojek baca yaa kalo masalah kecil aja tidak tanggapin pelanggan beralih,0
sistem jgn penjajah kasian aceng tarif costumer 12500 driver dpt 50 aplikasi 7500 penjajah ekonomi,1
maaf mengalami kendala sama terkadang tidak bs klik unt membuka chat telp dr gojek tidak berdering krn gangguan sinyal bagaimana,0
sy pingin naik greb tidak mengisi daftar nya jadi tidak pesengimana cara,1
kasihan driver cuma 8800saya beli bakso ongkir apk 15200padahal jarak tidak sampe 1kmgila nih gojek,1
perbaikin goride hemat nya selalu hilang terusan padahal sebelum terus pakai goride hemat sangat membantu bukan sekali 2 kali pakai selalu pulang kerja sangat menghemat ongkos jadi perbaiki,1
terkadang dpt notifikasi dr gojek dh gajian ngeledek aj kerja kagak motr kagak,1
terima kasih menyediakan aplikasi ojol murah membantu tidak segan memberi voucher pelanggan semoga sukses selalu,1
selebih sih oke tp sebel pas hujan mau pesen makan laper nya susah banget dpt driver pdhal hujan nya reda,1
gojek perbaiki waktu login verifikasi wajah selalu gagal pencahayaanlahkurang teranglah nunggu berapa intinlah buat login aja ribet cocok bintang 1 dululah,1
hujan tidak dpt driver banyak nolak tidak mantol jas hujan sangat minim driver,1
maaf lama sistem nganter penumpang dulu mahal pelayanan tidak oke mahal tidak papa asal cepat sdh lama mahal,1
driver banyak tidak jujur 3x pesan harga semua dilebihkan bukan masalah nominal nya tpi kejujuran,1
sangat kecewa dgn banyak nya driver gocar pd sombong hujan deras malah nolak rejeki klw lo tidak mau narik matiin aja hp lo byutusan langit,1
amang nya sabar nungguin pelangga beli ayam dulusehat buat pejuang rupiah seluruh penjuru semoga bahu kalian selalu kuat dlm mencari nafkah halal nyetir nya pelan pak sopiranak istri slalu nunggu d rumah,1
pesen gojek tidak kesini sampe ketinggalan kereta nungguin gocar nya bener bener rugi 1200juta,1
sering dikasih gojek jauh banget tempat penjemputan padahal dekat rumah banyak driver gojek,1
tambahkan fitur blokir driversupaya menghindari driver bikin risih costumerjujur sekali maxim menyediakan fitur costumer anak sekolahan aman tidak mencemaskan orang tua rumah terimakasih maxim,1
apk nya si bagus banget kadang sebel aja sama beberapa driver lemot bbrpa kali naik maxim bikin telat kerja alamat lengkap,1
kalau pesen go car susah tidak mau mau jarak jauh dekat berkali2 dicancel supir harga tentuin dr aplikasi discpun langsung terpasang otomatis males nunggu lama,1
terima kasih buat abang maxim nya ramah sama penumpang mau nunggu jarang dapet ojol ramah poko the best,1
demiallah disaat butuh kayak gini bener bener driver nggk gerak sedih bngtt waktu deadline mepet sumpahh sakit hati banget,1
bagus asli driver sering cancel jadi kasihan driver jemput jauh saran aja khusus driver cancel padahal dekat dr titik dikasih hukuman pengurangan rating sebesar 05 trs kalau rating dibintang 3 diperlama dpt penumpang,1
terimakasih gercep ramah baru pertama kali make jasa gojek online g salah milih maxim jadi aplikasi,1
2 kali pesan gocar alamat tujuan aplikasi tidak sesuai pesan edit alamat tujuan ongkos naik lebih 2 kali lipat,0
ko sy mau daftar dsru masukin lokasi tpi tidak muncul muncul yah lokasi ny sy ketik tp muncul bawah kya mencari lokasi trs padahal kalau buka jaringan aman2 aja,0
tidak lgi deh pke grab care kata nya diskon pas datang aplikasi minta cansel trus harga nya beda sama aplikasi,1
saran buat aplikator gojek wilayah jawa timur sekitar harga gojek buat driver tidak manusiawi oderan estafet driver sangat lama penjemputan mohon kaju ulang,1
pesen gocar berapa kali batal batal teruss kaga mau cari duit apa gimna sih,1
aplikasi nya bagus harga nya berubah berubah terus cuma berapa menit aja pas mau pesan harga nya naik tidak jelas perbaiki gojek,1
aplikasi menyenangkan memudahkan segala kebutuhan sangat senang ada gojek kapan mana sangat membantu,1
driver pilih2 baik2 akhlak barusan dpt ojol sdh marah 2 minta ongkir 2x lipat gila,1
tak edit review banyak promo grab car memang murah banget pas dipake sama driver tiba tiba dibatalkan seenak dilempar2 konfirmasi,1
berlangganan maxim ber tahun2 tidak update no hp hangusbagaimana cara mengginakan jasa ojek maxim mohon info terimakasih,0
yach paylater diperbaiki bayar tagihan muncul notifikasi lunas error kok disaat mau limit jatuh tempo kalau aplikasi nya gojek tutup selamalama terimakasih,0
terimakasih menjadi bagian perjalanan kegiatan sy tingkatkan selalu pelayanan kesejahteraan pengemudi tuhan memberkati aamiin,1
driver tidak profesional harga gocar nya 6500 langsung minta dibatalkan menjadi alasan murah nya gocar jarak penjemputan nya jauh langsung minta batalkan,0
gmn cara login akun logout menggunakan nomor hp dikarenakan email lama tidak aktif,0
aplikasi lama gunakan pergi transportasi jakarta harga sangat ekonomis map driver perlu ditingkatkan,1
