review,label
tidak usah kasih menit kalau driver tidak bisa datang sesuai menit an sebel mana driver ada yang tidak jujur terus nyebelinnya itu kadang ada driver suka marah marah dari admin maxim juga slow res banget,1
dari dulu sampai sekarang masih saja seperti itu ini gojeksaya mau login tapi saya lupa nomor lama sayanyuruh memulihkan akun masih saja minta nomor yang lama kan saya lupa nomornya memberikan bantuan tidak masuk akal,0
biasanya ada share perjalanan kalau lagi naik ojek updatean terbaru malah tidak ada menunya bolak balik cari menu share tidak ada malah mabok pusing mau muntah dijalanan sambil mencari tombol berbagi perjalanan yang lagi naik ojek malah makin jelek aplikasinya bikin kesal,0
tolong diupdate jalanya susah kalau mau masuk pelosok ndak ada ancer 1 bulan sekali kek secara berkala,1
bintangnya jadi 3 dulu ya gojek enak banget kalau urusan makan tapi kalau gocar sih tidak worth hari ini saya dicancel 6 kali sama mitranya,1
jangan download mending maxcim lebih murah gojek mahal kadang kata driver nya suka korupsi kita bayar 20 driver dikasih 8 ribu saya dikasih lihat drivernya,1
saya pesan gojek tapi tidak kesini sampai saya ketinggalan kereta karena menunggu gocar nya saya benar benar rugi 1200 juta,1
bug di aplikasinya minta ampun tiap msk aplikasi selalu lodingnya lama ngeleg parah sampai buat hp saya seperti error mau jawab pesan dari driver saja bikin susah ini tidak ad mau perbaikin ap,1
tolong dongsaya pesan gc plus kok malah yang datang bluebird mana supir nya jutek lagigak seperti mitra grab yang beneran dari grab,0
suka banget tiap hari ada promo sembako tapi sayangnya tidak pernah dapat gratis ongkir dan karena di plosok aku jarang dapat driver uu,1
tidak rekomendasi tidak gerak cepat supirnya titik lokasi dimana jemput nya dimana pokoknya tidak gerak cepat lah supirnya padahal lagi buru buru,1
gojek sangat mempermudah dalam hal transportasi dan juga yang lain sering pakai transaksi apapun di gojek dari mulai bayar tagihan transportasi dan pembayaran lainnya mudah dan cepat,1
agar tak kalah sama aplikasi sebelah saran saja ni radius pioritas 115 kamu layanan pelanggan masih sanggup menunggu dan buat driver bensin tidak boros,1
saya pernah pakai aplikasi gojek ini kamu juga bisa download aplikasi gojek ini bisa di play store dan app store,0
tidak lagi lagi deh pakai grab care kata nya diskon pas datang aplikasinya minta di cansel terus harga nya beda sama di aplikasi,1
semakin lama semakin tidak jelas promo tersedia kok mau cari menu yang lain promonya hilang anehh tolong diperbaiki,0
untuk keamanan dan kenyamanan konsumen tolong di perhatikan banyak akun driver yang memakai akun berbeda dengan kendaraan orang yang datang beda dengan data akun aplikasi orang plat nomor kendaraan beda grab sama gojek selalu sesuai ini maxim kenapa bisa seperti itu,0
parah banget saya barusan diminta 10 ribu gara titik maxim menyesatkan driver males jadinya tidak mau pakai aplikasi ini lagi trauma,0
gojek ngebug pesan malah tidak keluar notif histori tidak keluar map driver tidak ada cuma keluar transaksi uang,0
aplikasi gojek tolol saya lagi zoomin peta malah balik zoom out begitu saja terus bikin darah orang naik saja sudah begitu notif promo tidak guna saja dibanyakin tiap hari,0
maxim tolong kalau mapnya tidak bisa akurat minimal edukasi drivernya lihat catatan dari customer nya gara gara map brmsalah saya hmpir kelahi sama drivernya karena nyalahin saya kasih titik tujuan yang salah padahal saya sudah ksi catatan tapi tidak dibaca,0
grab maps nya belum sempurna driver sudah hampir sampai rumah keliatan gajalan sama sekali tolong customer grab diperhatikan lagi jika mau ngancel kasian performa turun jadi anyep,0
terkadang mendapatkan pengemudi ojek online yang terlalu jauh bahkan didapatkan dari tempat tujuan kurang optimal dalam mendapatkan pengemudi yang dekat,1
grab sekarang mahal sekali lebih murah aplikasi sebelah nyesel sudah pernah jadi driver grab kalian itu untung sudah berkali kali lipat apakah harus saya sampaikan ke bapak presiden agar ongkos grab jadi sangat hemat,1
sangat susah mengguna aplikasi ini saya harus menunggu berjamjam itu pun tidak di terima sombong sekali driver nya ini semua susah payah sekali tidak beres tidak jelas,1
mulai agak kecewa dengan driver gojek di kota semarang beberapa yang cara supiran motoran nya ugalan arogan di ingetin marah dll,1
gojek tidak guna masa mau login gagal terus terlalu banyak mencoba malah disuruh menunggu 1 jam pula dasar aplikasi tidak guna,1
sedih tiba tiba tidak bisa di pakai aplikasi nya karena terdeteksi pemakaian yang tidak biasa alasannya tidak jelas kurang terperinci padahal selama ini gojek sangat membantu,1
pencarian alamat hanya ada peta opsi satelitnya sudah hilang alamat di peta juga ngaco tolong di perbaiki,0
argo nya tidak sesuai dengan yang di awal pemesanan padahal sesuai dengan titik aplikasi grab sekarang banyak biaya lain lain nya yang tidak ada konfirmasi nya ke penumpang sehingga harga argo sesudah sampai titik menjadi membengkak mending pakai aplikasi sebelah manis di awal saja,0
maxim terbaik pokok nya yang jelekin maxim biasa orang nya orang pelit aku senang pakai maxim tidak menunggu driver nya lama cepat banget,1
kasian banget upah driver nya hanya di bayar goceng alias 5 ribu padahal saya bayar 22 ribu ongkir kapitalisme banget aplikasinya tidak manusia wi potong an ke drivernya hampir 75 bukan 20 pa sehancur ini kah,1
aplikasi mantap karena aplikasi ini transportasi ku jadi lbih mudahtrima ksih saya ucapkan kpd pihak maxim,1
tolong driver car untuk wilayah kota kendari jangan suka naik kan hargadi aplikasi maxim tujuan ke kelurahan sebelah cuma 24 800 rpsampai di tujuan jadi 27 ribu kadang naik hampir 10 ribu kami pengguna maxim jadi ragu menggunakan maxim car,0
lama menunggu driver tidak bisa dibatalin padahal sudah laporan berkali kali ujung 2 nya sudah sejam lebih baru aplikasi nya yang membatalkan dasar aneh,0
baaiik banget bapak nya ramah juga lebih murah aplikasi ini dari pada aplikasi ojek yang lain,1
map yang di grab car tidak sesuai titik jemputnya serta titik sampainya tolong diperbaiki agar singkron dengan titik jemput dan sampainya kasihan drivernya di ajak muter muter sama map grab karena tidak sesuai,0
assalamualaikum bagi kk admin driver saya tinggal di padang kota sering dengar keluhan dari driver maxim nya di karena tempat penarikan uang ewallet nya tidak ada yang terdaftar di khusus padang kota kasian driver nya,0
ni aplikasi tololl banget sudah mau cancel di persulit tidak jelas bet menunggu sampai hampir 3 jam tidak ada driver tidak jelas banget cok,0
saya pelanggan setia grabkarna kemana kemana naik grabgrab sangat membantu saya tarifnya juga tidak mahalkebanyakan saya kasih bintang 5 tapi ada juga sesekali saya kasih bintang 1 sepwrti yang barusan drivernya chat saya dengan kata kata yang kurang pantasmohon ditindaklanjuti,1
jika ada kendala dengan driver solusinya tidak tepat karena respon hanya berupa bot sementara permasalahan tidak tercover dalam solusi yang diberikan dalam percakapan bot,0
yang dekat banyak kenapa yang jauh app lama kq kalah sama app yang baru lagi buru malah suruh nggu driver yang jauh lama pula makin sering di gunakan makin tidak jelas ni app kebanyakan makan uang driver,1
gojek sekarang mahal meskipun pakai voucher perjalanan 77 kamu biasanya dengan harga 9500 pakai voucher go ride saja pot 10 ribu sekarang jadi 14500 alhasil beralih ke ojek online sebelah,0
aplikasi scam beli gojek plus biar dapat promo potongan sudah diperpanjang malah tidak ada promo sama sekali,1
semakin bebas kendaraan tidak sesuai di aplikasi aplikasi cancel tidak ada sangsi yang bikin driver kapok,0
harga yang argo di penumpang sama si sopir beda drivernya pada tanya lewat jalan yang mana kalau pendatang tidak tahu jalan bagaimana,0
ini kenapa maxim menghubungkan ke layanan aneh tidak bisa masuk pas masuk ke aplikasi lain ke game lancar saja kenapa ini,0
saya kecewa tolong kasih sanksi bagi driver yang di hubungi susah menjauhi lokasi saat sudah dekat menghidupkan notif padahal tidak mau ambil penumpang dengan alasan makan,0
kecewa sama driver gocar karena sering cancel pelanggan disabilitas kemarin cancel 5 kali perbaiki layanan dulu,0
iklan nya ganggu banget susah di close sudah jarang saya pakai mahal beda sama gojek dan maxim drivernya kasus mulu kaka saya hampir dilecehin sama driver grab,1
pesan gocar tidak ada yang mau jemput karena argonya kecil pesan motor tidak mau jemput karena jalurnya macet pusing saya padahal gojek termasuk mahal dari yang lain pakai ini pas promo saja,1
tolong bilangin ke driver mu itu kalau nyetir sepeda itu yang cepat dong padahal jalannya sepi masih saja dilambatin nyetirnya cokk anj bangkrut saja luhh punya nya makarim bedes,1
bugs aplikasi nya perbaiki dong sudah 3 kali kejadian yang jemput nya doubel kasihan driver nya,0
tolong dong kalau hujan di perbaiki posisi driver nya jauh jauh semua padahal banyak yang dekat kalau di lihat di maps,1
makin update makin parah sampai tidak bisa lihat gojek nya sudah jalan apa belum atau sampai mana tolong perbaiki lagi,0
hari ini saya memakai aplikasi maxim unt pertama kalinya alhamdulillah tidak perlu menunggu lama langsung dapat drivernya dijam sibuk meskipun aplikasi sebelah sampai bikin kesal dibatalin sopirnya ramah nyaman dan harga sangat murah dibanding yang lain terima kasih atas pelayanannya,1
malam paman gojek mau tanya soal akun syaa driver sampai dunia sekarang tidak kunjung aktif dari tahun 2014 sampai sekarang tidak aktif juga,0
terima kasih buat abang maxim nya sudah ramah sama penumpang sudah mau menunggu juga jarang dapat ojek online yang ramah seperti ini pokonya the best,1
terlalu mementingkan custumer suami tidak bisa narik seminggu karena bintang 1 customermemang kita seminggu tidak mkn tidak jajan apa anak anak tolong dunk gojek jangan main suspen minimal ada diskusi dulu,1
tolong lah grab mapnya di update di gojek saja mapnya terbaru ini di grab lokasi saya malah tidak keliatan kesian driver suka nyasar saya harap ini bisa di baca,0
aplikasi rakus yang di maki maki konsumen kita bayar mahal driver dapat separonya yang kena semprot konsumen moga tobat sudah gojek,1
sekarang grabcar pelayanannya buruk banget sumpah minta saya suruh cancel terus alesan jauh padahal cuma 10 menit tidak lagi deh make grabcar,0
gojek memang ngebantu banget saat di situasi tidak ada temen buat nganteruntung nya ada aplikasi ini ini yang mantul banget apalagi suka di kasih diskon terima kasih banget pokoknya hhe,1
kenapa chat dengan driver tidak bisa sudah sering seperti ini kalau di perbaiki saya kasih bintang 5,0
hai min saya mau komplen kenapa ya sekarang gojek itu susah banget dapat drivernyaa tidak seperti dulu langsung cepat dapat sekarang bahkan sampai 30 menitan dapat drivernyaa mohon diperbaiki untuk kendala ini terima kasih,0
2 bulan ini berat banget aplikasi nya bkin ngelag hp yang ram 4 gb ini aplikasi ojek online apa yutub sih setiap buka kok malah otomatus mutar video tidak jelas bikin berat,0
sudah lama tidak pakai grab pas lihat pembayaran bisa pakai qris aku jadi pakai grab lagi eh sekarang malah pembayaran qris gd ydh saya tidak mau pakai grab lagi harga nya juga lebih mahal dibanding ojek online sebelah,1
saya pesan ojek 1830 tapi kok dapat ojek yang 5 kamu lebih jaraknya waktu tempuh seharusnya hanya 1015 menit jadi 40 menit 1 jam padahal banyak ojek yang jarak dari saya hanya 500 meter telat masuk kelas saya nya gara gara ini,0
maxim tidak jelas kenapa penumpanh di turunkan di jalangak ramah banget cuma gara gara ongkos kecil nganter sampai gerbang perumahan dong kykgini kalitolong di sleksi drivernya,0
indonesia mengutamakan kemanusiaan kalau sistemmu tidak manusiawi dan serakah potongan driver dan aplikasi hampir 40 lambat laun gojek akan hancur di masa mendatang,1
sudah pesan ditanyain driver titik jemput sudah sesuai tiba tiba dibatalkan tidak ada informasi apa apa dari driver dan akhirnya terlanjur terlambat tidak bisa berangkat terima kasih grab,0
maaf saya kasih bintang 3 karena saya jarang dapat diskon promo grabbike dan maps driver kadang error jadi driver putar arah agak jauh dari titik tempat tujuan,0
banyak mobildriver tapi tidak ada yang respon entah aplikasinya yanh kurang bagus atau memang drivernya yang tidak profesional,1
aplikasi ini sangat membantu tapi kalau bisa harga untuk lebih murah dan driver potongan hanya 5 supaya dapat memberikan kesejahteraan karena driver tidak ada jaminan kerjanya spt kesehatan tabungan atau bonus thr terima kasih,1
akhir akhir ini harganya tidak masuk akal pesan gojek buat ke kampus biasanya harganya normal ini tiba tiba naik sampai 2 kali lipat dibanding sama aplikasi sebelah harga ttp normal,0
info untuk management maxim untuk driver pakai aplikasasi yang mana ya di playstore ada maxim driver dan taxsee driver mohon petunjuk,0
saya pesan tunai bayar juga k drivernya tapi ada keterangan bayar nontunai agar bsa menyelesaikan pemesanan berikutnya padahal sudah bayar,0
pesan ambil yang 1 jam selesai tapi 2 jam baru selesai dapat driver lama bnaget padahal tidak lagi hujan atau bagaimana,0
sebenarnya cukup membantu tapi banyak di rugikankita sebagai customer kadang mengeluh juga dengan cara kerja aplikasi sudah bayar full tapi pelayanan kualitas kurang baiksaya tnya ke driver katanya dari aplikatornyagmna inipantas layanan pelanggan sama driver selalu marah seperti di adu domba tolong perbaikiqt layanan pelanggan full byar,1
min tolong ada kan gojek dong apa gocar didaerah entikong soal nya tidak ada satu pun gojek disini tapi kalau ada pasti laris soalnya belum ada satupun,1
makin kesini kebijakan buat castamer sudah seperti kebijakan buat driver selalu di persulit tiap ada masalah,1
makin kesini makin tidak jelas banyak iklan nya orang menunggu driver tiba tiba di alihkan ke halaman iklan,0
menurut ku sih worth it banget hanya untuk akses lokasi nya masih kurang memadai tidak semua lokasi dapat di akses untuk yang lain nya sudah bagus dan tarif nya pun sangat ramah di kntong dapat brsaing good job maxim semoga makin sukses,0
aplikasi aneh tiba tiba muncul tagihan ongkos tolparkir dari tahun sebelum 2 nya padahal selama ini dipake juga aman saja karena memang sudah dibayar tidak jelas stop pakai gojek dan uninstall adl jawaban terbaik,0
untuk driver nya datang lumayan cepat hanya untuk maps yang jalan seperti kampus yang masuk ke gang atau gang tidak bisa di jangkau tolong perbanyak maps nya,1
membantu perjalanan dan banyak promo nya semoga semakin banyak terus promonya tapi tetap tidak merugikan driver,1
gmna ini aflikasi gojek error metode pembayar tunai tapi diaflikasi jadi non tunai satu tujuan dua kali pembayaran,0
sudah pesan 2 kali dan menunggu berjamjam tidak bisa dicancel setelah menunggu lama banget gojek baru tercancel secara otomatis tanpa bisa konfirmasi ke layanan pelanggan melalui aplikasi nya,0
saya pesan grabride dari sebelum hujan sampai hujan deras susah dapat driver 2 temen saya pesan gojek sebelum hujan langsung datang apa aku beralih ke gojek saja grab nya saya uninstall,1
saya sangat kecewa dengan driver maxim yang ugalan karena menyetir ugalan apa lagi sampai pukul penumpang sangat kecewa mohon untuk pihak maxim mengurus pada driver yang ugalan agar tidak kejadian seperti saya,1
mencoba sistem maxim wallet isi untuk pertama kali menggunakan bank sebesar 30000 outputnya yang keluar malah 27000 ini siapa yang mengambil dalam keterangan cara pembayaran tidak ada biaya admin dan lebih parahnya lagi banyak drive yang menolak menggunakan maxim wallet dengan alasan sistem sedang eror,0
mitra mu banyak jadi pengemis online dengan tarif 5 ribu jadi banyak di tinggali pelanggan mu karena merasa risih dengan meminta minta alias di kasihani,0
pusat bantuan tidak berguna lama sekali responnya padahal kesalahan dari aplikasi bukan dari driver ataupun penumpang tapi penanganan lama dari tanggal 9 sampai sekarang belum dapat penanganan,0
aneh banget pengemudi nya anehaneh aplikasi aneh waktu tunggu di aplikasi 10 menit dirungguin 10 menit berganti tulisan dricer akan segera sampai padahal driver masih sangat jauh alhasil menunggu driver sampai 40 menit mau di cancep gaenak sama driver nya,0
2 kali pesan menunggu 2 jam lebih tidak dapat driver pas mau di membatalkan malah di tolak sama gojeknya maksud nya apaahh ya keburu tengah malam menunggu nya,0
gojek aplikasi asli buatan anak bangsa indonesia saya bangga menggunakan aplikasi ini alamat developernya pun ada di jakarta,1
terima kasih banyak untuk owner maxim dan seluruh teamnya semoga selalu sehatkuatslmtamanlancarbrhsil semakin sukses barokah dunia akhiratnya seluruhnya,1
buruk mapsnya tidak jalan sekalinya jalan tidak lancar alias stuck stuck jadi tiba tiba sampai saja drivernya jadi kita taunya driver tidak jalan,0
susah buat mencari alamat pas nya tidak seperti gojek tidak ribet ini mah ribet banget buat mencari pas titik nya jadi males make nya,1
pesan gocar dapat harga 17 ribu dari aplikasi nya kan lumayan tapi malah dari drivernya ditolak trusharusnya drivernya juga jgan milih lah sini juga dapat harga promo kan dari aplnya bukan permintaan kita tolong gojek masukannya terima kasih,1
saya memakai grab sudah lama sekali selama ini okok saja tapi saya tidak pernah suka kalau driver cewe karena sangat tidak sefty dalam mengemudi dan pemilihan rutecara mengemudinya sangat sangat membahayansaran saya kalau stiap pesan grab kalau bisa jangan kasih cewe,1
banyak driver yang tidak sesuai di aplikasi jadi takut kalau pulang malam mangkanya aq pulang malam mending pakai grab,0
grab tidak jelas makin hari makin naik grab hematnya lama kalau naik terus begini tidak mau lagi pakai grabdan driver suka tidak jalan sudah di tungguin lama,1
kenapa selalu susah cari pengemudi dan malah dapat pengemudi yang jaraknya jauh nego harga sudah tidak bjsa lagi,1
mau di buka lama banget padahal jaringan bagus pakai wifi yang mahal dan lancar banget tapi pas buka ini aplikasi butut maxim loading muluu sampai setengah jam an lebihh,1
keren sih cuma sayang drivernya kurang banyak disaat yang lain kyak gojek dan grab tidak mau menerima ini mau menerima pokoknya recommend lah,1
liatt baik baik anjeng tujuan tidak sampai sekilo masa ongkosnya sama dengan jarak yang 5 kilo kalau kek begini siapa yang mau pakai gojek mending gocarr lah selisih cuma 3 rebu,0
kadangkadang ada driver mau menjemput tapi berhenti di tengah jalan tidak bisa dihubungi sering banget memberikan driver yang jaraknya jauh lebih parah lagi estimasi waktu jauh dari kenyataan aslinya 15 menit dibilang cumab 3 menit,0
sering dikasih gojek yang jauh banget dari tempat penjemputan padahal yang dekat rumah banyak driver gojek,1
hallo saya mengalami kendala dengan akun gojek saya kenapa akun gojek saya tiba tiba tidak bisa digunakan keterangan masukkan pin go to pay sedangkan pin yang saya gunakan selalu terdeteksi salah,0
saya bayar ongkir mahal tapi ke driver keterimanya kecil kasian buat driver tolong di perbaiki buat ongkir driver biar konsumen masih bertahan bersama grab,1
aplikasi makin lama makin jelek sudah berlangganan dari 2021 bukannya makin di perbaiki malah makin jelek orang buru urgent mau pesan ojek malah aplikasi ngebuk tidak bisa kebuka menu gojek nya tidak bisa kebuka hadeh,0
ada voucher banyak 50 buat menghemat jadi belilah gojek plus biar ongkirnya kepotong eh sudah digojek plus tbtb vouchernya ilang padahal masih ada 9 dan masa berlaku masih banyak ampas deh memang kalau pakai gojek mending grab,0
tolong grab kalau belum selesai ama satu penumpang jangan menerima penumpang yang lain lama di tungguin soal nya,1
suami saya pakai gojek alamat tujuan masih jauh alasan gojeknya tidak pernah nganter ke stasiun leles malah di turunin di pasar leles yang jaraknya masih jauh ke stasiun masa driver tidak bisa baca maps masih tanya tanya ke penumpang,0
sangat membantu tapi sering saya temui driver yang meminta bayaran lebih atau kita memesan 2 tempat tetapi baru sampai satu tempat sudah di tandai selesai perjalanan usahakan pihak grab menyediakan fitur block driver tq,0
makin kesini grab makin gjls pesan grab segitu banyak nya grab tidak ada yang mengambil lebih baik ojek pangkalan meskipun mahal satset,1
b1 menyala bos qu aplikasi gojek sekarang cuma di bikin akaln demi meraup keuntungan yang besar sudah tidak meningkatkan pelayanan dan hanya bisa memeras driver nya sudah tidak pantas di sebut gojek karya anak bangsa,1
boking dari pukul 3 sampai pukul 5 tidak dapat driverkenapa kalau boking sekarang lamadan sampai berkali kalimuncul keterangan wadidaw kebanyakan pencetpadahal kami tidak mencetmohon dimudahkan kembali,0
sudah 4 kali download aplikasi gojek pas vermuk selalu gagalsmpai bosen q download hapus download hapus smpai 4 kali mau masuk saja kok susah sekali,0
saya kecewa saya maps y grab susah di buka pakai 2 jari selalu susah lihat posisi driver dari peta,1
ini emailku kok sudah kedaftar gojekmau buka akun tapi lupa pakai nomor yang manapemulihan akun tetap gbisatrus caranya bagaimana,0
kenapa ya aplikasi ini sering tidak bisa didownload padahal aplikasi ini bagus tolong pihak gojek di perbaiki,1
sekarang lihat perjalanan driver di maps jadi lompatlompat sulit dipantau tidak seperti kemaren titik lokasi perjalanan driver berurutan jadi mudah dipantau driver sudah sampai mana mohon diperbaiki,0
sejauh ini kalau urusan ojek online pakainya masih gojek karena saya pemalas buat cobacoba yang lain ya sudah deh tidak pernah gantiganti sejauh ini belum pernah dapat pengalaman buruk bismillah dan semoga terus begitu,1
daftar baru nya sungguh ribet dan ngeselin masukin no telp via whatsapp atau sms giliran di buka no otp nya aplikasi gojek nya keluar lagi tidak jelas,1
tolong dong perbaiki sistem mapsnya kalau posisi driver masih jauh jangan di bilang 2 menit akan tiba nyatanya menunggu sampai 10 menit lamanya,0
bayangin grabcar chat bawa orang stroke langsung di cancel ini tidak hanya sekali udau berkali kali,0
tolong driver grab untuk diedukasi terkait tarif karena mengeluh terus dan menjebak penumpang mnta tambhan ongkos 20 ribu dan ketika sudah jalan minta dimatikan aplikasi untuk dibayar tunai atau tf langsung ke driver,0
setelah update sudah tidak bisa lihat posisi driver yang ada di sekitar kita mohon di tampilkan lagi posisi dirver di maps seperti sebelumnya terima kasih,0
layanan yang baik dari orang yang baik pula kita sangat suka dengan mbanya pula karena tlah kemudiian kami sampai di hotel dengan baik maaf jika didlam perjalanan sedikit merepotkan,1
jangan pada pakai gojek lagi si gojek memberikan ongkir ke driver cuma 5 ribu aplikasi maruk,1
mencari alamat susah titik suka mleset susah dapat driver giliran dapat chat susah telepon susah fhoto di chat tidak ada di marahin driver katanya akunnya tidak di kasih nama mana saya tahu kapok pesan maxim driver uring uringan katanya argo tidak seberapa,0
ini driver nya kurang ajar min minta tolong driver ini di brief ingin atas nama henry situmorang plat no b 5286 kbu kalau bisa jangan sampai gara gara satu orang ini nama grab jadi jelek,0
terkadang dapat notifikasi dari gojek sudah gajian ngeledek saja kerja juga tidak motr tidak,1
aplikasi susah di buka padahal sinyal lancar tidak jelas bangetpadahal lagi butuh butuh nya buat mencari jemputanmalah susahalasannya sinyal tidak tersambungpadahal buat buka aplikasi lain tidak ada kendalalancar banget malahan tolong perbaikan nya dari developer,0
jika tidak bisa jadi driver tidak usah masa driver minta cancel kita juga yang menanggung kenaikan tarif padahal saya pengguna aplikasi grab,0
kenapa kalau pesan gocar ad diskon pad nd sopan tolong yang nd sopan dan suka cancel customer seenaknya di tegur,1
fitur chat gojek tidak ada penyelesaian saya setiap saat paka aplikasi gojek kenapa fitur chat tidak bisa menyesaikan masalah,0
aplikasi yang selalu menindas drivernya tidak jelas banget kasian drivernya layanan pelanggan bayar 19 ribu driver hanya dapat 9 ribu duh karepmu piye layanan pelanggan di peras kok driver malah tambah sengasara,0
bagaimana sih gojek no masih aktif tapi lupa pin karena hp lama hilang tidak bisa masuk bantuan tidak ada yang jelas dari aplikasi nya,0
akun grab nya tibatiba keluar dan tidak bisa digunakan padahal saya sudah pesan grabcar tidak bisa cek lokasi driver sudah sampai dimana,0
gojek makin kesini makin kurang nyaman drivernya banyak yang kurang ramah terutama pas pesan gocar setiap pesan gocar xl malah dimarahin drivernya karena ada 6 orang padahal fitur xl untuk 46 orang maaf banget gojek tolong diperhatikan lagi untuk sikap drivernya,0
dulu sempet hapus gojek sekarang setelah download gojek susah masuk karena harus verifikasi wajah sudah mencoba banyak kali tetap tidak bisa soalnya dulu waktu hapus gojek belum verifikasi wajah minta tolong ya karena saya mau pakai gojek secepatnya,0
pak sopir ramah dan sopan mengerti dengan penumpang ditempat titik jemput daerah pelabuhan terima kasih pak sopir yang baik hati tuhan memberkati,1
terima kasih grabtitik jemput jaminan 5 menit sampemengutamakan pelanggan dan terima kasih gojek berkat anda kami telat jemput nya grab terdepan,0
jadi takut kalau pakai voucher hemat disinikalo pakenanti driver nya judesngasih rating customer nya jelekjadi susah dapat driver tidak dikasih tips pasti marah,1
kenapa fitur superbank tidak ada di aplikasi padahal di iklan nya katanya bisa di akses dari aplikasi gojek,0
tolong dong yang tahu bagaimana caranya pembayaran tunai tidak bisa dipakai dicoba berulang kali tidak bisa itu kenapa ya,0
gojek tolong dong kalau estimasi waktu 5 menit jangan jadi 20 menit saya pesan estimasi driver sampai 5 menit saya tgu dari jam 218 sampai jam 235 belum sampai apa itu 5 menit,0
aplikasi saya tadi tu sudah dapat driver dan kemudian ada driver yang nge cancel jadi nya banyak yang masuk chat sama jadinya saya kena omel sama driver jadi nya banyak yang masuk,0
tolong dong kasih tahu driver nya jaga kebersihan masa jaket nya bauk kaos kaki basah yang sudah busuk saya nahan mual terus sampai akhir nya minta berhenti sebelum sampai tujuan mana hlem nya bauk juga sama banyak bulu kucing,1
aplikasi tidak guna anjir menunggu driver saja ampe 45 menit lebih mana lagi tidak bisa di cancel,0
hilangkan menu kasih tips ke driver dari aplikasi banyak driver ngarep sudah mahal masih saja minta tips,1
saya sangat kecewa sekarang pencarian driver mobil xl sangat susah banyak tanya brp orng kalau di jwb 5 langsung minta cancel padhl gocar nya tipe xl,0
kapok baru pertama kali pesan di grab malah dapat driver yang tidak ramah dan tidak sopan banget marahmarah gajelas dengan nada tinggi dahlah sudah tidak mau pesan lagi di grab mengecewakan,1
ada orang tak dikenal berbicara sangat tidak sopan dan melecehkan saya melalui chat di aplikasi gojek what the hell,0
di maps sering tidak bergerakdriver nya muter 2 pesan gocar prioritas tapi menunggu bisa 30 menit padahal jalanan lancar,0
tolong pihak grab perbaiki map nya susah sekali terkadang mencari lokasi malah terkadang banyak yang salah titik dan alamat tidak sesuai,0
sudah bagus sih hanya masih saja ada lagi pas aksesnya lama banget pas mencari tempat di maps nya seperti tidak smoothlancar begitu benering dong min,0
sejauh ini wort it pakai maxim sih dibanding yang ijo ijo driver nya pada lambat lambat kalau jemput dan ribet maxim tinggal bang saya disini tidak lama datang dan driver twu jalan tidak ribet,1
tolong di perhatikan lagi untuk driver nya terutama saat hujan sudah menunggu lama lama driver se enaknya malah di membatalkan,1
ongkos murah tapi drivernya aneh aneh minta di cancel begitu di cancel ternyata drivernya datang mintanya offline saja,0
