score,app,review,translated_review,label
1,Maxim,aplikasi gojek apa yg selalu lama dalam jemput customer bilangnya 1 menit tp bisa datang 5 menit kemudian ga jelsss ga usah pakai apk ini,"Gojek always takes a long time to pick up customers. Says “1 minute,” but comes in 5. Not clear. Don’t bother with this app.",1
5,Grab,ttp sy ksh tp saran klo hujan jgn susah ya krna hujan grabcar itu sangat di butuhkan,"I’m still giving a rating, but just a suggestion: during rain, don’t make it difficult. GrabCar is very needed in the rain.",1
1,Gojek,verifikasi muka bukannya mempermudah malah mempersulit muka sudah pas malah tak terdeteksi makin gajelas gojek bikin gregetan aja,"Face verification doesn’t make things easier, just harder. My face matched but still couldn’t detect. Gojek getting more frustrating.",1
1,Gojek,di maps sering tidak bergerakdriver nya muter2pesan gocar prioritas tapi menunggu bisa 30 menit padahal jalanan lancar,"The map often doesn’t move. Driver keeps going in circles. Ordered GoCar Priority, but waited 30 minutes even though traffic was clear.",0
1,Gojek,makin lama makin ga ada beres nya ini aplk gojek mesan gocar selalu di cancel pengemudi dan selalu susah buat dapati pengemudi tolong diperbaiki lagi la,"This Gojek app keeps getting worse. GoCar orders always get canceled by the driver, and it’s always hard to get a driver. Please fix this.",1
5,Maxim,driver nya ramah baik saya pelanggan yang punya trauma jatuh dan drivernya mau nurutin untuk pelan pelan saja driver sangat terpercaya terima kasih pak driver sehat sehat terus ya pak,"The driver was friendly and kind. I’m a customer who has trauma from falling, and the driver agreed to drive slowly. Very trustworthy. Thank you, sir. Stay healthy.",1
1,Maxim,banyak kendaraan roda duanya sudah tidak layak pakai kenapa harus diberikan jadi driver maxim pelayanan dan kenyamanan harus diutamakan,Many of the two-wheeled vehicles are not fit for use. Why are they allowed to be Maxim drivers? Service and comfort should be prioritized.,1
1,Maxim,tolong drivernya cari yang benar baik saya 2 kali dapat driver yang kurang ajar padahal saya udah percaya pake maxim,"Please select good drivers. I’ve had two rude drivers already, even though I trusted Maxim.",1
1,Grab,grab ga jelas makin hari makin naik grab hematnya lama kalo naik terus gini gamau lg pake grabdan driver suka ga jalan udh di tungguin lama,"Grab is getting more unclear. Prices keep rising. Grab Hemat takes forever. If this keeps up, I won’t use Grab again. Drivers also take forever to start moving.",1
5,Grab,sangat membantu untuk perjalanan kami memudahkan untuk mencapai tempat yang dituju sehingga mempermudah mendapatkan sesuatu yang diinginkan,"Very helpful for our travels, makes it easier to reach destinations, which in turn makes it easier to get what we want.",1
5,Maxim,aplikasi nya selalu tidak akurag mrncari titik penjemputan dan tujuan harus nya pake gps yg bagus dong perbaiki gps nya biar banyak pengguna nya,The app is always inaccurate in finding pickup and drop-off points. Should use a better GPS. Fix the GPS to get more users.,1
1,Gojek,aplikasi gak jelas susah cari gocar cancel seenaknya padahal sudah nunggu lama tolong pelayanan diperbaiki g ada kompensasi lagi,The app is unclear. Hard to find GoCar. They cancel at will even after a long wait. Please improve service. No compensation either.,1
1,Gojek,cari gocar lama bgt mau tf ke bank lain jg lama bgt loading nya ga muncul2,Takes forever to find a GoCar. Also very slow when trying to transfer to another bank—keeps loading and doesn’t show up.,1
1,Grab,makin kesini makin g jelas banyak iklan nya org nunggu driver tiba2 d alihkan ke halaman iklan,"Lately this app makes no sense. Too many ads. While waiting for a driver, it suddenly switches to an ad page.",0
1,Gojek,lagi eror apa gimana ya belakangan dapat driver jauh terus padalah sudah prioritas udah gitu pihak driver suka ngecancel tiba tiba,"Is it having an error or what? Recently always getting distant drivers even on priority. Also, drivers suddenly cancel.",1
3,Gojek,download nya lama sekalidiskon cuma awal pakaitapi enak gojek nya selalu dpet yang ramah dan baik 9510 ini aplikasi,"Takes forever to download. Discounts are only at the beginning. But Gojek is nice, always get polite and kind drivers. 9510 app.",1
5,Gojek,gojekkk topp bangett mksih bangett buat orang yang udah bikin apk inii inii ngebantu bangett buat sayaa banyakk ceritaa dan pengalaman seruu di gojek nggak sabar nunggu cerita di tahun 2025 nantii bareng gojekk itu capslock bukan marah yaa jek,"Gojek is really the best, thanks so much to the people who made this app. It really helps me a lot. Many stories and exciting experiences with Gojek. Can’t wait for stories in 2025 with Gojek. That capslock is not anger, okay Jek.",1
1,Gojek,perbarui lagi ya apk nya ta3k banget sama driver suka cancel suspend aja yg suka cancel atau mau saya kerjain para driver pesenpas sampe saya cancel,"Please update the app again. Drivers keep canceling, just suspend those who cancel or I’ll deal with those drivers myself. I order then cancel.",1
1,Gojek,mohon di pertimbangkan lagi untuk merekrut driver gojeknya ya karena kebanyakan gojek sekarang tidak memiliki attitude yang baik alias kasaryang non costumer pun banyak yang mengeluh mohon di selisihkan lagi para driver yang tidak memiliki attitude yang baik terimakasih,Please reconsider recruiting Gojek drivers because many now don’t have good attitudes or are rude. Many non-customers complain too. Please filter out drivers with bad attitudes. Thank you.,1
5,Grab,grab promonya mantep diskon 15rb jd kita bisa ngelebihin 15rb nya ke driver yg anter pesenan kita dehh mantulll pokonyaaa,"Grab’s promo is great, 15k discount so we can tip the driver more for delivering our orders. Really awesome.",1
4,Grab,bisa tidak ya mulai menormalisasikan untuk tidak merokok di dalam kendaraan bau asap rokok itu susah hilangapalgi penumpang grabcar juga ada anak anakbumilorang tuabaik dalam kondisi sehat ataupun sakit please untuk para pengemudi dan konsumenhargai paru paru anda keluarga andadan penumpqng anda,"Can you normalize no smoking inside vehicles? The smell of cigarette smoke is hard to get rid of, especially since Grab passengers include kids, pregnant women, and the elderly, whether healthy or sick. Please, drivers and customers, respect your lungs, your family, and your passengers.",1
3,Gojek,tolong diperbaiki maps nya sekarang sering tdk sesuai titik lokasi jauh pula akibatnya sering debat ama driver,"Please fix the map, it often doesn’t match the location and is far off, causing arguments with drivers.",1
5,Maxim,pengemudi khofifatus sholihah dengan motorcycle warna putih nopol s3878or selamat menikmati perjalanan anda rating 400 pengemudi khofifatus sholihah dengan motorcycle warna putih nopol s3878or selamat menikmati perjalanan anda rating 400,"Driver Khofifatus Sholihah with a white motorcycle license plate S3878OR, enjoy your trip, rating 4.00.",0
1,Gojek,driver pada jauh jadi lama tolong perbaiki lagi sistemnya jarak driver sama cs tidak lebih dari 2km jadi tidak nunggu lama,Drivers are far away so it takes a long time. Please improve the system so the distance between driver and customer is no more than 2km to avoid long waits.,0
1,Gojek,yg dekat banyak knp yg jauh app lama kq kalah sama app yg baru lagi buru malah suruh nggu driver yg jauh lama pula makin sering di gunakan makin gk jelas ni app kebanyakan makan uang driver,"There are many drivers nearby, why does the app give distant ones? The app is slow. It’s worse than new apps. I’m in a hurry but told to wait for far away drivers who take long. The more it’s used, the worse it gets. Most of the driver’s money is taken by the app.",1
1,Maxim,ga bagus banget tiap mencari driver lama sekali seperti sengaja apa karna biaya nya terlalu murah jadi driver tidak mau mengangkut mohon ditindak lanjut padahal posisi driver pada dekat semua,"Not good, every time I look for a driver it takes so long, like on purpose. Is it because the fare is too cheap so drivers don’t want to pick up? Please follow up, even though drivers are nearby.",1
3,Gojek,plis bgt kalo ngarahin map yg bener2 aja lewat jalan umum aja gausah ngide nyari jalan paling cepet malah jadi lama ga semua driver paham kasian,"Please direct the map properly, just use normal roads. Don’t try to find the fastest route that ends up taking longer. Not all drivers understand this. Poor drivers.",1
1,Maxim,untuk di bandara ada tambahan biaya admin parkir yg kalau ditotal jadi lebih mahal dari gocar grabcar,At the airport there is an extra admin parking fee that makes it more expensive than GoCar or GrabCar.,1
1,Maxim,harga yang argo di penumpang sama si sopir beda drivernya pada tanya lewat jalan yang mana kalo pendatang gk tau jalan gimana,"The meter price shown to passengers is different from what drivers say. Drivers ask which route to take, if someone new doesn’t know the roads, what can they do?",0
1,Gojek,pekerja gojek ini pada bertingkah gk mau klo yg dekat cari uang sepuluh 20 ajh bertingkah banget,"Gojek workers behave badly, won’t pick up if it’s close, only want to earn 10-20k. Such bad behavior.",1
4,Maxim,bintang 4 dulu karena masih ada beberapa hal yang harus ditingkatkan lagi maupun itu dari aplikasinya ataupun dari drivernya,"4 stars for now because some things still need improvement, both in the app and the drivers.",1
1,Grab,potongan yg sangat besar di beban kan ke pihak konsumen driver dapat sedikit aplikasi perbudakan founder malaysia emang negara musuh indonesia,"Big cuts are charged to consumers, drivers get little. This app is slavery. Founder is Malaysian, really an enemy of Indonesia.",1
5,Gojek,selamat hidup aku pakai transportasi online bisa dihitung dgn jari kanan saja tp pengalaman yg saya dapat bagus semu driver sopan baik berusaha ngobrol dg akrab,"I live using online transportation, can count on one hand, but all my experiences are good. All drivers polite and friendly, try to chat warmly.",1
1,Gojek,layanan go investasi tidak bisa di akses padahal sudah di upgrade grde makin gak jelas gojek nya bukan lagi sebagai problem solver sekarang tapi menjadi problem maker,"Go investment service can’t be accessed even though upgraded. Gojek is getting worse, not a problem solver anymore but a problem maker.",1
5,Maxim,mantap supir nya pun rama dan baik mobil nya pun bersih dan wagi wak pokok nnya josss x,"Great, the drivers are friendly and nice, cars are clean and fragrant. Overall great!",1
1,Maxim,beberapa driver nya kurang ajar baru saja kejadian baru nunggu 2 menit sudah ngamuk kayak udah nunggu bertahun,"Some drivers are rude. Just happened, waited 2 minutes and already angry like waiting for years.",1
4,Gojek,tolong dong klo hujan d perbaiki posisi driver nya jauh2 semua padahal banyak yg dekat klo d liat di maps,"Please fix during rain, drivers are all far away even though many are close if you look on the map.",1
5,Gojek,aplikasi yang bagus pernah ngalamin salah tf 110rb ke driver gojek tp csnya mau bantu sampai dana kembali ke saya potongan gocar nya juga banyak aplikasi yang sangat membantu recommended lahh,"Good app. Once accidentally transferred 110k to a Gojek driver but customer service helped until the money was returned. Lots of GoCar discounts too. Very helpful app, recommended.",0
3,Gojek,saya gatau kenapa ya kalo setiap pesan gojek selalu di cancel dari drivernya udah ada ke 10x padhl lagi buru2 developernya bagaimana apk kok jadi gini pdhl dulu fine fine saja,"I don’t know why every time I order Gojek it’s always canceled by the driver. Happened more than 10 times, even when I’m in a hurry. Developers, why is the app like this? It used to be fine.",0
3,Grab,tolong peta utk konsumen di perbaiki lagi sering nyangkut peta nya jd gk ketahuan udah sampe mana driver jemput nganter mknan nya,"Please fix the consumer map, it often gets stuck so it’s unclear where the driver is picking up or delivering food.",0
1,Maxim,tolong di perbaiki lagi masalah pejemputan drivernya dapat di jauh2 sedangkan yg saya liat ada yg driver posisinya dekat dengan saya,"Please fix the pickup issue, drivers are assigned far away even though some are close to me.",1
2,Gojek,setiap pesan gocar mau hemattidak jam malam gk ada yg nerima padahal ada banyak sekitaran daerah saya di stasiun prambanan heran,"Every time I order GoCar Hemat, no one accepts at night, even though there are many around my area at Prambanan station. Strange.",1
1,Maxim,drivernya bad attitude minta harga lebih dr aplikasinya dengan alasan sudah tidak ada promo padahal di aplikasi tercantum harga yang berbeda dengan yang di minta driver,"Drivers have bad attitudes, ask for more money than the app price because there’s no promo, but the app shows a different price than what the driver asks.",1
1,Gojek,banayk iklan gk jelas padahal lagi main geme seru seru nya keluar secara tiba tiba karna iklan ini tolong iklan jangan ganggu,"Too many unclear ads. When playing a fun game, ads suddenly pop up. Please don’t disturb with ads.",1
1,Gojek,tidak dapat gojek susah area surabaya utara aplikasi sampah nunggu 1jam gak dapat2 limit di blokir aplikasi sampah,Can’t get Gojek in North Surabaya area. Garbage app. Wait 1 hour no driver. Limit blocked. Garbage app.,0
1,Gojek,saya peke gocar hemat dari jam set 2 sampe jm set 5 gaada satu pun driver yang mau ambil padahal nominal pembayarannya semakin naik melebihi gocar biasa sangat tidak menyenangkan,"I use GoCar Hemat from 2 PM to 5 PM, no driver wants to pick me up even though payment amount increases beyond regular GoCar. Very unpleasant.",0
1,Gojek,woi gojekkira2 klu bikin tarif nga mikir apa jemput 34kmongkos nya kadang 1520ribungalah2 in angkotini ngalahin rentenir lagi potongan nya buat pemerintah di tutup aja ini apk penghisap darah orang ongkos murah kena potongan lagi,"Hey Gojek, when setting fares, don’t you think? Pick up 34 km, sometimes fare 15-20k. This app beats loan sharks. Cuts for government too. Just shut down this blood-sucking app, cheap fare but cuts again.",1
3,Gojek,sekarang tarifnya mahal dulu trip yg biasanya 11rb13rb skrg jadi 20rblama2 ku log out juga nih gojek,"Now the fares are expensive, trips that used to be 11k-13k are now 20k. Soon I’ll log out of Gojek too.",1
5,Grab,senang aja dgn aplikasi dan promonya hanya sj knp skrg jd dpt abg grabnya jauh trs jd butuh waktu nunggu jd lamaaaaa mau cancel kasihan abg grabnya tlg ksh driver yg dekat aja ya,"I’m happy with the app and promos, but why now Grab drivers are always far away, so the wait is very long, want to cancel but feel sorry for the driver. Please assign drivers nearby.",1
1,Gojek,gojek sekarang udah gak kayak dulu sekarang jadi mirip aplikasi scam banyak promo tapi setelah daftarin goplus promo nya malah ilang semua voucher sengaja dibikin gak ada tanggal berlaku biar sewaktu bisa dihapus berasa ditipu aplikasi sampah,"Gojek is not like before, now it’s like a scam app. Lots of promos but after registering Goplus the promos disappear. Vouchers don’t have expiration dates so they can be deleted anytime. Feels like a scam, trash app.",0
1,Gojek,saya nunggu 2 jam masih ga dapet driver plis jika memang tidak bisa dapat driver dibatalkan saja jgn php,"I waited 2 hours and still no driver. Please cancel the order if no driver is available, don’t keep giving false hope.",0
1,Gojek,sinyalnya buruk pakai kartu perdana apapun kalau chatingan pasti pending pending mulu heran aku sama gojek,"Signal is bad using any prepaid card, chatting always pending. I’m confused about Gojek.",1
1,Gojek,bajing terlalu lama nunggu nya gojek sialan kalau gak bisa ya minimal bisa di batalin tolol lama2 nunggu baru di bilang dk bisa dk ada driver ngapa tidak awal2,"Waiting too long for Gojek, damn it. If you can’t deliver, at least cancel early. Stupid to wait so long then say no driver.",1
1,Gojek,parah kalo sudah hujan harganya tidak stabil sehingga drivernya jadi ga mau mengangkut penumpang karena berharap harga naik dan terus naik ga jelas manajemen nya ini,"Terrible, when it rains prices are unstable so drivers refuse to pick passengers hoping prices will go up. Management is unclear.",1
5,Gojek,layanan goride sangat membantu untuk aktifitas sehari di saat motor sedang perbaikan di bengkel masukan nya mgkin cuman kalo cuaca sedang hujan dlm situasi urgent butuh transport masih sering lama dpt driver nya,"GoRide service is very helpful for daily activities when my motorcycle is in repair, but when it rains during urgent needs, it still takes long to get a driver.",1
1,Grab,pelayanannya tidak ramah baru pertama kali pakai grab dan kesan drivernya sangat buruk gabakal mau pakai grab lagi,Service is not friendly. First time using Grab and the driver was very bad. Won’t use Grab again.,1
2,Grab,aplikasi diupdate malah makin jelk dam kadang saya suka dapat driver yang jauh yang membuat saya lama menunggu,App updated but worse. Sometimes I get distant drivers so I wait longer.,1
1,Grab,drivernya ga jelas sudah nunggu lama malah dicancle lebih diperbaiki drivernya kalau tidak mumpuni tolong dipecat saja,"Driver unclear, waited long then canceled. Please improve or fire drivers who aren’t competent.",1
5,Maxim,pak sopir ramah dan sopan mengerti dengan penumpang ditempat titik jemput daerah pelabuhan terima kasih pak sopir yang baik hati tuhan memberkati,"Driver was friendly and polite, understood the pickup point at the port area. Thank you kind driver, God bless you.",1
1,Grab,saya tidak bisa request refund dana saya secara mandiri tolong aplikasi grab dipermudah cara request refund dana,I can’t request refunds by myself. Please make the refund request process easier on Grab app.,0
5,Maxim,baru tau sy klo maxim semurah ini klo sy mau pake maxim trus trimakasih untuk driver nya abang nya baik bgtnganter ke tempat tujuan dgn selamat,"Just found out Maxim is very cheap. If I want to use Maxim, thanks to the driver, he was very kind and delivered safely.",1
1,Gojek,kasian driver nya pendapatan nya kecil buat 1kali trip nya tapi ongkos dari aplikasi nya mahal ditambah maps nya kadang eror ya yang paling penting ongkos yng keterima driver beda jauh sama ongkos dari apk gojek nya,"Poor drivers, small income per trip but the app fare is expensive. Also the map sometimes errors. The fare the driver gets is very different from the fare on Gojek’s app.",1
2,Gojek,cuaca bagus jam sibuk kagak cari driver udah kaya cari emas lamanya udah kayak hewan hibernasi,"Good weather, rush hour, can’t find drivers like looking for gold. They seem hibernating.",1
1,Grab,kacau banget kecewa saya hanya ingin beri tahu untuk semua driver mobil jangan apa apa lewat tol padahal lewat jalur biasa aja bisa niat mau hemat malah boros karena harus bayar tol,Very chaotic and disappointing. I just want to tell all car drivers not to take toll roads unnecessarily. Taking normal roads is cheaper but they want to save money then spend more paying tolls.,1
2,Gojek,klo kata parah banget sih lu tarif murah2 bngt kasian driver lah mikir apa cuy kasihan deiver masa tarif motor goceng berkilo2 mobil 14rb berkilo2 gk mikir apa mereka butuh bensin dan lain2 klo bangkrut kan lu juga yg susah parah bener lu pada,"Terrible. If your fare is too cheap, pity the drivers. Think about it, guys. Drivers need fuel and other costs. If they go bankrupt, you’ll suffer too. This is really bad.",1
2,Gojek,buruk sekali sekarang driver gocar yahbanyak alasan buat cancel penumpang dikala hujan semua nunggu ambil pas tarif mahalburuk banget sekarang gojek,"Gocar drivers are bad now, many reasons to cancel passengers when it rains. Everyone waits and only picks when fare is high. Very bad now.",1
1,Gojek,tolong bilangin ke driver mu itu kalau nyetir sepeda itu yang cepet dong padahal jalannya sepi masih aja dilambatin nyetirnya cokk anj bangkrut aja luhh punya nya makarim bedes,"Please tell your driver to ride the bike faster. Even when the road is empty, they drive slowly. Damn, bankrupt already. Owned by Makarim Bedes.",1
1,Maxim,percuma udah ada e walletnya tp driver masih maunya tunai klo bikin aplikasi jangan nanggung donggg,"No use having e-wallet if drivers still want cash. If you make an app, don’t be half-hearted.",1
5,Gojek,gojek nyaaa baguss super duper jedar jedorr bintang 5 etmin jgaa asikk nya minta ampunn dahhh angkat tangan kalo ini mahhh yuk egee buruan download gojek jan pake lamaaa sinii gwa tunjukkin pelayanan terbagus,"Gojek is super good, bang, bang! 5 stars! Amazing service, so fun. Please don’t wait long, hurry and download Gojek, I show the best service here.",1
1,Gojek,ga jelas wifi kencang gk ada gangguan utk main game pun lancar giliran aplikasi ini blgnya internet mati terus internet gk stabil lah,"WiFi is strong and no interruptions, smooth for gaming, but this app’s internet always goes off, unstable connection.",0
5,Maxim,driver terbaik bintang nya kalo ada 10 tak kasih nya 11 pelayanan sangat luar biasa baik nya,"Best driver, if I could give 10 stars, I’d give 11. Very excellent service.",1
1,Gojek,sekarang susah banget dapet driver mereka terlalu pilih pilih males pdhl saya selalu kasih tips udah bertahun tahun pake skrg kesel banget drivernya kalo gamau pick up yaudah langsung cancel aja jngn dibiarin kita nunggu lama lama gak gerak gerak gak mau konfirmasi juga,"Now it’s very hard to get drivers, they’re too picky and lazy. Even though I always tip, used the app for years. Now very annoyed. If you don’t want to pick up, just cancel immediately. Don’t make us wait long without moving or confirming.",1
5,Gojek,sejauh ini cukup membantu sekali banyak promonya good lah pernah sekali dimaki2 driver karena menunggu hehehe gpp manusiawi kalo marah2 tp saya tetap pakai gojek kog aman,"So far very helpful, many promos. Once got scolded by driver for waiting, haha it’s okay humans get angry. But I still use Gojek, feels safe.",1
5,Maxim,aman nyaman dan ramah di kantong khususnya kalangan pelajar apalagi kalau drivernya ramah dan wangi itu lebih baik sukses selalu jasa maxim luar biasa,"Safe, comfortable, and friendly for students. Especially when drivers are friendly and smell nice, even better. Success always to Maxim, amazing service.",1
1,Gojek,gabisa login terus malah di suruh nggu 30 jam pdhl skrg udh laper banget pgn cb pesen makan di gojek waras,"Can’t log in, told to wait 30 hours even though I’m very hungry and want to try ordering food on Gojek.",0
1,Gojek,udah 3 kali pesan masih aja gc dapet driver udah 2 jam nunggu tiga kali juga batal,"Already ordered 3 times, still no driver. Waited 2 hours. Cancelled 3 times too.",0
1,Gojek,dear developer gojek kalau nulis deskripsi pada update aplikasi yang bener kaga usah lu bolak balik gitu kalimatnya kalau ga bisa nulis sini ya udah ga usah ditulis lol,"Dear Gojek developers, if you write app update descriptions, please write properly. Don’t keep repeating the same sentences. If you can’t write well, better not write at all, lol.",1
